id_matricula_disciplina,id_estudante,id_disciplina,ano_letivo,faltas_totais,situacao
2104,702,25,2026,15,APROVADO
2105,702,37,2026,3,APROVADO
2106,702,29,2026,19,APROVADO
2107,703,38,2026,4,REPROVADO
2108,703,41,2026,8,REPROVADO
2109,703,31,2026,0,APROVADO
2110,704,35,2026,5,REPROVADO
2111,704,13,2026,17,MATRICULADO
2112,704,33,2026,4,MATRICULADO
2113,705,17,2026,17,APROVADO
2114,705,9,2026,12,APROVADO
2115,705,41,2026,8,APROVADO
2116,706,8,2026,3,REPROVADO
2117,706,38,2026,17,REPROVADO
2118,706,7,2026,14,APROVADO
2119,707,30,2026,1,MATRICULADO
2120,707,9,2026,1,APROVADO
2121,707,37,2026,12,MATRICULADO
2122,708,14,2026,19,MATRICULADO
2123,708,18,2026,10,MATRICULADO
2124,708,30,2026,0,MATRICULADO
2125,709,25,2026,20,MATRICULADO
2126,709,9,2026,9,MATRICULADO
2127,709,15,2026,13,REPROVADO
2128,710,9,2026,8,MATRICULADO
2129,710,34,2026,17,REPROVADO
2130,710,12,2026,17,MATRICULADO
2131,711,27,2026,17,APROVADO
2132,711,3,2026,13,APROVADO
2133,711,37,2026,14,MATRICULADO
2134,712,31,2026,9,MATRICULADO
2135,712,34,2026,4,APROVADO
2136,712,35,2026,17,REPROVADO
2137,713,31,2026,15,APROVADO
2138,713,3,2026,11,MATRICULADO
2139,713,35,2026,19,REPROVADO
2140,714,35,2026,10,APROVADO
2141,714,17,2026,9,APROVADO
2142,714,33,2026,20,MATRICULADO
2143,715,2,2026,2,REPROVADO
2144,715,35,2026,18,MATRICULADO
2145,715,4,2026,11,REPROVADO
2146,716,36,2026,0,REPROVADO
2147,716,18,2026,12,MATRICULADO
2148,716,10,2026,14,APROVADO
2149,717,39,2026,15,REPROVADO
2150,717,30,2026,2,REPROVADO
2151,717,17,2026,19,APROVADO
2152,718,30,2026,13,REPROVADO
2153,718,21,2026,14,REPROVADO
2154,718,22,2026,9,REPROVADO
2155,719,13,2026,9,MATRICULADO
2156,719,2,2026,9,MATRICULADO
2157,719,32,2026,18,MATRICULADO
2158,720,9,2026,18,MATRICULADO
2159,720,35,2026,10,REPROVADO
2160,720,38,2026,6,REPROVADO
2161,721,11,2026,17,MATRICULADO
2162,721,8,2026,2,MATRICULADO
2163,721,17,2026,14,REPROVADO
2164,722,26,2026,11,REPROVADO
2165,722,33,2026,4,MATRICULADO
2166,722,29,2026,2,APROVADO
2167,723,6,2026,10,MATRICULADO
2168,723,11,2026,18,APROVADO
2169,723,24,2026,6,MATRICULADO
2170,724,23,2026,9,REPROVADO
2171,724,35,2026,1,REPROVADO
2172,724,5,2026,10,APROVADO
2173,725,39,2026,9,REPROVADO
2174,725,34,2026,13,APROVADO
2175,725,16,2026,17,MATRICULADO
2176,726,22,2026,7,MATRICULADO
2177,726,7,2026,1,APROVADO
2178,726,9,2026,16,REPROVADO
2179,727,30,2026,1,MATRICULADO
2180,727,28,2026,16,MATRICULADO
2181,727,3,2026,2,MATRICULADO
2182,728,5,2026,13,MATRICULADO
2183,728,13,2026,9,APROVADO
2184,728,4,2026,8,REPROVADO
2185,729,26,2026,18,REPROVADO
2186,729,17,2026,12,APROVADO
2187,729,39,2026,14,APROVADO
2188,730,18,2026,11,REPROVADO
2189,730,40,2026,3,APROVADO
2190,730,14,2026,8,REPROVADO
2191,731,20,2026,3,REPROVADO
2192,731,10,2026,10,REPROVADO
2193,731,37,2026,11,MATRICULADO
2194,732,33,2026,14,APROVADO
2195,732,26,2026,18,APROVADO
2196,732,13,2026,9,MATRICULADO
2197,733,3,2026,12,REPROVADO
2198,733,16,2026,10,MATRICULADO
2199,733,34,2026,10,APROVADO
2200,734,41,2026,0,APROVADO
2201,734,29,2026,0,REPROVADO
2202,734,35,2026,3,MATRICULADO
2203,735,14,2026,14,MATRICULADO
2204,735,22,2026,3,MATRICULADO
2205,735,24,2026,13,MATRICULADO
2206,736,9,2026,20,APROVADO
2207,736,17,2026,0,REPROVADO
2208,736,23,2026,15,REPROVADO
2209,737,34,2026,16,REPROVADO
2210,737,31,2026,0,REPROVADO
2211,737,29,2026,2,REPROVADO
2212,738,8,2026,15,APROVADO
2213,738,22,2026,6,REPROVADO
2214,738,18,2026,1,MATRICULADO
2215,739,31,2026,11,REPROVADO
2216,739,34,2026,8,APROVADO
2217,739,2,2026,10,APROVADO
2218,740,35,2026,18,REPROVADO
2219,740,17,2026,6,REPROVADO
2220,740,26,2026,8,MATRICULADO
2221,741,16,2026,6,MATRICULADO
2222,741,20,2026,8,REPROVADO
2223,741,1,2026,2,REPROVADO
2224,742,27,2026,7,APROVADO
2225,742,5,2026,15,MATRICULADO
2226,742,22,2026,19,MATRICULADO
2227,743,6,2026,4,APROVADO
2228,743,14,2026,8,REPROVADO
2229,743,26,2026,14,REPROVADO
2230,744,9,2026,3,REPROVADO
2231,744,13,2026,6,APROVADO
2232,744,5,2026,3,REPROVADO
2233,745,1,2026,16,APROVADO
2234,745,35,2026,16,REPROVADO
2235,745,18,2026,10,MATRICULADO
2236,746,31,2026,3,APROVADO
2237,746,14,2026,19,APROVADO
2238,746,36,2026,10,REPROVADO
2239,747,1,2026,10,REPROVADO
2240,747,15,2026,6,REPROVADO
2241,747,24,2026,19,REPROVADO
2242,748,31,2026,5,MATRICULADO
2243,748,41,2026,11,APROVADO
2244,748,8,2026,2,REPROVADO
2245,749,1,2026,6,REPROVADO
2246,749,5,2026,12,REPROVADO
2247,749,39,2026,17,MATRICULADO
2248,750,19,2026,20,REPROVADO
2249,750,41,2026,17,MATRICULADO
2250,750,10,2026,2,REPROVADO
2251,751,29,2026,10,MATRICULADO
2252,751,21,2026,10,APROVADO
2253,751,40,2026,2,MATRICULADO
2254,752,14,2026,20,APROVADO
2255,752,13,2026,20,APROVADO
2256,752,15,2026,6,REPROVADO
2257,753,32,2026,5,MATRICULADO
2258,753,20,2026,5,REPROVADO
2259,753,33,2026,6,MATRICULADO
2260,754,34,2026,19,MATRICULADO
2261,754,37,2026,17,MATRICULADO
2262,754,18,2026,11,MATRICULADO
2263,755,30,2026,2,APROVADO
2264,755,35,2026,1,APROVADO
2265,755,6,2026,5,APROVADO
2266,756,6,2026,5,REPROVADO
2267,756,15,2026,4,APROVADO
2268,756,5,2026,20,APROVADO
2269,757,27,2026,3,REPROVADO
2270,757,18,2026,13,REPROVADO
2271,757,19,2026,18,APROVADO
2272,758,28,2026,19,APROVADO
2273,758,7,2026,15,APROVADO
2274,758,26,2026,5,MATRICULADO
2275,759,35,2026,3,MATRICULADO
2276,759,20,2026,17,APROVADO
2277,759,23,2026,12,APROVADO
2278,760,2,2026,16,APROVADO
2279,760,5,2026,3,MATRICULADO
2280,760,26,2026,5,MATRICULADO
2281,761,32,2026,4,REPROVADO
2282,761,22,2026,20,MATRICULADO
2283,761,12,2026,1,REPROVADO
2284,762,5,2026,16,APROVADO
2285,762,4,2026,9,MATRICULADO
2286,762,39,2026,15,MATRICULADO
2287,763,35,2026,7,REPROVADO
2288,763,2,2026,20,REPROVADO
2289,763,28,2026,12,APROVADO
2290,764,4,2026,8,REPROVADO
2291,764,34,2026,15,REPROVADO
2292,764,2,2026,4,MATRICULADO
2293,765,33,2026,9,APROVADO
2294,765,5,2026,15,MATRICULADO
2295,765,38,2026,6,APROVADO
2296,766,26,2026,20,REPROVADO
2297,766,13,2026,0,APROVADO
2298,766,23,2026,10,APROVADO
2299,767,26,2026,3,APROVADO
2300,767,17,2026,16,MATRICULADO
2301,767,22,2026,13,REPROVADO
2302,768,19,2026,16,REPROVADO
2303,768,35,2026,16,APROVADO
2304,768,38,2026,15,APROVADO
2305,769,18,2026,14,REPROVADO
2306,769,26,2026,15,REPROVADO
2307,769,3,2026,3,REPROVADO
2308,770,3,2026,4,APROVADO
2309,770,5,2026,4,APROVADO
2310,770,19,2026,11,REPROVADO
2311,771,24,2026,18,REPROVADO
2312,771,27,2026,16,APROVADO
2313,771,17,2026,18,REPROVADO
2314,772,20,2026,11,APROVADO
2315,772,24,2026,18,MATRICULADO
2316,772,32,2026,9,REPROVADO
2317,773,26,2026,16,REPROVADO
2318,773,32,2026,17,REPROVADO
2319,773,2,2026,2,REPROVADO
2320,774,29,2026,18,APROVADO
2321,774,3,2026,18,REPROVADO
2322,774,7,2026,13,REPROVADO
2323,775,21,2026,20,APROVADO
2324,775,38,2026,4,APROVADO
2325,775,10,2026,10,MATRICULADO
2326,776,2,2026,15,MATRICULADO
2327,776,9,2026,15,REPROVADO
2328,776,25,2026,15,APROVADO
2329,777,21,2026,3,MATRICULADO
2330,777,11,2026,17,APROVADO
2331,777,36,2026,20,REPROVADO
2332,778,34,2026,11,APROVADO
2333,778,3,2026,16,APROVADO
2334,778,39,2026,7,APROVADO
2335,779,3,2026,19,REPROVADO
2336,779,35,2026,3,REPROVADO
2337,779,19,2026,10,APROVADO
2338,780,11,2026,15,REPROVADO
2339,780,33,2026,3,MATRICULADO
2340,780,31,2026,16,MATRICULADO
2341,781,24,2026,14,REPROVADO
2342,781,4,2026,4,APROVADO
2343,781,9,2026,9,REPROVADO
2344,782,34,2026,16,APROVADO
2345,782,19,2026,15,MATRICULADO
2346,782,21,2026,11,REPROVADO
2347,783,34,2026,20,REPROVADO
2348,783,11,2026,4,REPROVADO
2349,783,24,2026,10,REPROVADO
2350,784,6,2026,15,APROVADO
2351,784,36,2026,14,REPROVADO
2352,784,19,2026,0,APROVADO
2353,785,17,2026,7,MATRICULADO
2354,785,16,2026,6,APROVADO
2355,785,5,2026,11,REPROVADO
2356,786,32,2026,16,REPROVADO
2357,786,21,2026,4,MATRICULADO
2358,786,6,2026,8,REPROVADO
2359,787,33,2026,2,MATRICULADO
2360,787,24,2026,3,REPROVADO
2361,787,8,2026,1,REPROVADO
2362,788,37,2026,18,MATRICULADO
2363,788,38,2026,0,REPROVADO
2364,788,22,2026,19,MATRICULADO
2365,789,15,2026,6,REPROVADO
2366,789,1,2026,9,APROVADO
2367,789,9,2026,12,MATRICULADO
2368,790,13,2026,17,MATRICULADO
2369,790,10,2026,14,MATRICULADO
2370,790,1,2026,4,APROVADO
2371,791,10,2026,1,REPROVADO
2372,791,16,2026,14,REPROVADO
2373,791,3,2026,16,REPROVADO
2374,792,20,2026,3,MATRICULADO
2375,792,11,2026,14,MATRICULADO
2376,792,36,2026,3,REPROVADO
2377,793,11,2026,5,MATRICULADO
2378,793,34,2026,10,MATRICULADO
2379,793,1,2026,19,APROVADO
2380,794,8,2026,11,REPROVADO
2381,794,34,2026,2,REPROVADO
2382,794,30,2026,19,REPROVADO
2383,795,30,2026,0,MATRICULADO
2384,795,39,2026,8,REPROVADO
2385,795,33,2026,19,APROVADO
2386,796,8,2026,4,REPROVADO
2387,796,37,2026,6,MATRICULADO
2388,796,23,2026,16,APROVADO
2389,797,3,2026,5,REPROVADO
2390,797,22,2026,14,MATRICULADO
2391,797,13,2026,17,APROVADO
2392,798,5,2026,19,MATRICULADO
2393,798,13,2026,9,APROVADO
2394,798,12,2026,7,REPROVADO
2395,799,30,2026,9,REPROVADO
2396,799,9,2026,3,REPROVADO
2397,799,18,2026,17,APROVADO
2398,800,8,2026,4,REPROVADO
2399,800,22,2026,16,REPROVADO
2400,800,26,2026,20,MATRICULADO
2401,801,10,2026,6,MATRICULADO
2402,801,20,2026,14,APROVADO
2403,801,1,2026,6,REPROVADO
2404,802,37,2026,2,REPROVADO
2405,802,32,2026,4,REPROVADO
2406,802,31,2026,14,REPROVADO
2407,803,22,2026,20,MATRICULADO
2408,803,32,2026,12,MATRICULADO
2409,803,17,2026,13,APROVADO
2410,804,18,2026,13,REPROVADO
2411,804,21,2026,0,MATRICULADO
2412,804,28,2026,3,MATRICULADO
2413,805,23,2026,14,MATRICULADO
2414,805,33,2026,13,MATRICULADO
2415,805,40,2026,10,APROVADO
2416,806,24,2026,17,REPROVADO
2417,806,34,2026,16,REPROVADO
2418,806,28,2026,17,MATRICULADO
2419,807,23,2026,20,REPROVADO
2420,807,41,2026,18,MATRICULADO
2421,807,39,2026,7,APROVADO
2422,808,11,2026,11,REPROVADO
2423,808,13,2026,6,APROVADO
2424,808,30,2026,16,APROVADO
2425,809,15,2026,20,MATRICULADO
2426,809,28,2026,16,APROVADO
2427,809,19,2026,11,REPROVADO
2428,810,28,2026,10,APROVADO
2429,810,34,2026,16,MATRICULADO
2430,810,38,2026,18,APROVADO
2431,811,32,2026,18,REPROVADO
2432,811,30,2026,17,MATRICULADO
2433,811,16,2026,4,REPROVADO
2434,812,17,2026,7,MATRICULADO
2435,812,1,2026,0,REPROVADO
2436,812,21,2026,18,APROVADO
2437,813,8,2026,11,MATRICULADO
2438,813,9,2026,16,MATRICULADO
2439,813,22,2026,18,REPROVADO
2440,814,36,2026,2,APROVADO
2441,814,18,2026,10,MATRICULADO
2442,814,31,2026,7,APROVADO
2443,815,26,2026,12,REPROVADO
2444,815,1,2026,14,APROVADO
2445,815,4,2026,3,REPROVADO
2446,816,4,2026,10,APROVADO
2447,816,20,2026,15,MATRICULADO
2448,816,24,2026,3,REPROVADO
2449,817,17,2026,16,REPROVADO
2450,817,21,2026,6,REPROVADO
2451,817,25,2026,10,APROVADO
2452,818,1,2026,6,APROVADO
2453,818,40,2026,5,MATRICULADO
2454,818,24,2026,1,MATRICULADO
2455,819,31,2026,0,APROVADO
2456,819,39,2026,5,REPROVADO
2457,819,3,2026,6,REPROVADO
2458,820,4,2026,20,MATRICULADO
2459,820,24,2026,7,REPROVADO
2460,820,2,2026,6,MATRICULADO
2461,821,33,2026,2,MATRICULADO
2462,821,3,2026,19,APROVADO
2463,821,9,2026,17,APROVADO
2464,822,20,2026,13,REPROVADO
2465,822,5,2026,11,MATRICULADO
2466,822,37,2026,19,REPROVADO
2467,823,5,2026,12,APROVADO
2468,823,37,2026,13,APROVADO
2469,823,32,2026,12,REPROVADO
2470,824,26,2026,18,REPROVADO
2471,824,10,2026,7,APROVADO
2472,824,37,2026,0,MATRICULADO
2473,825,22,2026,0,REPROVADO
2474,825,21,2026,1,APROVADO
2475,825,41,2026,13,REPROVADO
2476,826,24,2026,17,APROVADO
2477,826,31,2026,14,APROVADO
2478,826,39,2026,12,APROVADO
2479,827,35,2026,20,MATRICULADO
2480,827,39,2026,0,REPROVADO
2481,827,41,2026,10,APROVADO
2482,828,4,2026,11,REPROVADO
2483,828,25,2026,8,APROVADO
2484,828,26,2026,19,APROVADO
2485,829,6,2026,7,REPROVADO
2486,829,14,2026,4,APROVADO
2487,829,30,2026,14,APROVADO
2488,830,22,2026,15,APROVADO
2489,830,41,2026,14,REPROVADO
2490,830,18,2026,17,MATRICULADO
2491,831,3,2026,20,REPROVADO
2492,831,20,2026,10,APROVADO
2493,831,24,2026,6,MATRICULADO
2494,832,32,2026,12,APROVADO
2495,832,26,2026,14,APROVADO
2496,832,34,2026,0,MATRICULADO
2497,833,41,2026,7,REPROVADO
2498,833,33,2026,9,MATRICULADO
2499,833,12,2026,14,REPROVADO
2500,834,1,2026,3,REPROVADO
2501,834,17,2026,20,APROVADO
2502,834,21,2026,8,REPROVADO
2503,835,40,2026,15,APROVADO
2504,835,9,2026,12,MATRICULADO
2505,835,30,2026,16,MATRICULADO
2506,836,11,2026,15,MATRICULADO
2507,836,30,2026,0,APROVADO
2508,836,19,2026,16,REPROVADO
2509,837,9,2026,6,REPROVADO
2510,837,12,2026,5,REPROVADO
2511,837,29,2026,10,APROVADO
2512,838,36,2026,15,REPROVADO
2513,838,38,2026,13,MATRICULADO
2514,838,35,2026,19,REPROVADO
2515,839,30,2026,10,MATRICULADO
2516,839,21,2026,4,APROVADO
2517,839,25,2026,6,APROVADO
2518,840,23,2026,4,APROVADO
2519,840,10,2026,1,REPROVADO
2520,840,3,2026,14,APROVADO
2521,841,9,2026,6,REPROVADO
2522,841,5,2026,20,APROVADO
2523,841,32,2026,17,MATRICULADO
2524,842,41,2026,9,MATRICULADO
2525,842,20,2026,14,APROVADO
2526,842,14,2026,4,MATRICULADO
2527,843,36,2026,16,REPROVADO
2528,843,18,2026,18,REPROVADO
2529,843,41,2026,18,APROVADO
2530,844,39,2026,5,MATRICULADO
2531,844,21,2026,17,REPROVADO
2532,844,32,2026,9,APROVADO
2533,845,16,2026,4,REPROVADO
2534,845,32,2026,5,APROVADO
2535,845,37,2026,12,REPROVADO
2536,846,28,2026,19,REPROVADO
2537,846,2,2026,17,MATRICULADO
2538,846,26,2026,3,MATRICULADO
2539,847,32,2026,12,REPROVADO
2540,847,20,2026,1,APROVADO
2541,847,21,2026,7,MATRICULADO
2542,848,6,2026,11,MATRICULADO
2543,848,20,2026,5,MATRICULADO
2544,848,4,2026,16,APROVADO
2545,849,31,2026,9,REPROVADO
2546,849,19,2026,2,MATRICULADO
2547,849,37,2026,8,APROVADO
2548,850,37,2026,20,REPROVADO
2549,850,15,2026,12,REPROVADO
2550,850,29,2026,7,REPROVADO
2551,851,9,2026,1,MATRICULADO
2552,851,1,2026,16,MATRICULADO
2553,851,40,2026,7,APROVADO
2554,852,31,2026,1,REPROVADO
2555,852,19,2026,5,MATRICULADO
2556,852,22,2026,6,APROVADO
2557,853,8,2026,13,MATRICULADO
2558,853,18,2026,5,APROVADO
2559,853,16,2026,6,MATRICULADO
2560,854,39,2026,20,REPROVADO
2561,854,3,2026,17,MATRICULADO
2562,854,22,2026,8,MATRICULADO
2563,855,25,2026,10,APROVADO
2564,855,24,2026,18,REPROVADO
2565,855,9,2026,13,APROVADO
2566,856,4,2026,9,APROVADO
2567,856,32,2026,1,REPROVADO
2568,856,34,2026,11,APROVADO
2569,857,32,2026,0,APROVADO
2570,857,14,2026,13,MATRICULADO
2571,857,20,2026,5,MATRICULADO
2572,858,41,2026,12,MATRICULADO
2573,858,31,2026,8,APROVADO
2574,858,2,2026,8,APROVADO
2575,859,8,2026,9,MATRICULADO
2576,859,36,2026,10,APROVADO
2577,859,22,2026,6,MATRICULADO
2578,860,17,2026,11,REPROVADO
2579,860,10,2026,13,REPROVADO
2580,860,19,2026,20,MATRICULADO
2581,861,25,2026,10,REPROVADO
2582,861,1,2026,11,REPROVADO
2583,861,27,2026,8,APROVADO
2584,862,24,2026,1,MATRICULADO
2585,862,34,2026,6,MATRICULADO
2586,862,37,2026,17,APROVADO
2587,863,18,2026,8,APROVADO
2588,863,29,2026,17,APROVADO
2589,863,30,2026,2,MATRICULADO
2590,864,26,2026,4,REPROVADO
2591,864,20,2026,16,APROVADO
2592,864,6,2026,14,REPROVADO
2593,865,22,2026,5,MATRICULADO
2594,865,36,2026,10,MATRICULADO
2595,865,10,2026,14,REPROVADO
2596,866,33,2026,15,APROVADO
2597,866,19,2026,3,APROVADO
2598,866,7,2026,4,MATRICULADO
2599,867,9,2026,9,MATRICULADO
2600,867,12,2026,6,REPROVADO
2601,867,19,2026,0,APROVADO
2602,868,12,2026,5,REPROVADO
2603,868,20,2026,3,REPROVADO
2604,868,35,2026,9,REPROVADO
2605,869,29,2026,1,REPROVADO
2606,869,35,2026,6,MATRICULADO
2607,869,40,2026,15,MATRICULADO
2608,870,11,2026,8,MATRICULADO
2609,870,10,2026,5,REPROVADO
2610,870,3,2026,0,REPROVADO
2611,871,37,2026,13,APROVADO
2612,871,8,2026,13,REPROVADO
2613,871,4,2026,9,REPROVADO
2614,872,32,2026,16,REPROVADO
2615,872,9,2026,19,APROVADO
2616,872,12,2026,14,APROVADO
2617,873,34,2026,16,REPROVADO
2618,873,8,2026,18,MATRICULADO
2619,873,9,2026,11,APROVADO
2620,874,25,2026,10,MATRICULADO
2621,874,40,2026,0,REPROVADO
2622,874,4,2026,3,APROVADO
2623,875,13,2026,13,APROVADO
2624,875,9,2026,12,REPROVADO
2625,875,24,2026,2,APROVADO
2626,876,30,2026,15,MATRICULADO
2627,876,29,2026,13,REPROVADO
2628,876,31,2026,18,MATRICULADO
2629,877,2,2026,0,MATRICULADO
2630,877,1,2026,19,MATRICULADO
2631,877,21,2026,10,REPROVADO
2632,878,3,2026,3,APROVADO
2633,878,18,2026,19,APROVADO
2634,878,21,2026,4,MATRICULADO
2635,879,22,2026,8,MATRICULADO
2636,879,18,2026,13,REPROVADO
2637,879,19,2026,9,REPROVADO
2638,880,38,2026,3,MATRICULADO
2639,880,17,2026,1,REPROVADO
2640,880,32,2026,19,APROVADO
2641,881,20,2026,15,REPROVADO
2642,881,18,2026,20,MATRICULADO
2643,881,33,2026,13,REPROVADO
2644,882,36,2026,17,MATRICULADO
2645,882,11,2026,16,APROVADO
2646,882,3,2026,11,REPROVADO
2647,883,27,2026,6,APROVADO
2648,883,31,2026,4,MATRICULADO
2649,883,25,2026,10,APROVADO
2650,884,15,2026,18,MATRICULADO
2651,884,5,2026,9,APROVADO
2652,884,17,2026,10,APROVADO
2653,885,11,2026,4,REPROVADO
2654,885,15,2026,20,APROVADO
2655,885,25,2026,3,MATRICULADO
2656,886,10,2026,3,MATRICULADO
2657,886,34,2026,0,MATRICULADO
2658,886,6,2026,16,APROVADO
2659,887,23,2026,10,REPROVADO
2660,887,33,2026,5,MATRICULADO
2661,887,40,2026,20,MATRICULADO
2662,888,21,2026,20,MATRICULADO
2663,888,36,2026,17,MATRICULADO
2664,888,35,2026,4,APROVADO
2665,889,34,2026,8,MATRICULADO
2666,889,25,2026,3,APROVADO
2667,889,2,2026,16,MATRICULADO
2668,890,16,2026,17,APROVADO
2669,890,3,2026,1,REPROVADO
2670,890,36,2026,4,REPROVADO
2671,891,41,2026,17,REPROVADO
2672,891,38,2026,17,MATRICULADO
2673,891,36,2026,0,MATRICULADO
2674,892,18,2026,9,MATRICULADO
2675,892,26,2026,19,REPROVADO
2676,892,19,2026,12,APROVADO
2677,893,23,2026,11,APROVADO
2678,893,17,2026,18,MATRICULADO
2679,893,4,2026,14,REPROVADO
2680,894,6,2026,16,APROVADO
2681,894,40,2026,17,MATRICULADO
2682,894,4,2026,8,APROVADO
2683,895,32,2026,15,MATRICULADO
2684,895,16,2026,2,MATRICULADO
2685,895,30,2026,7,REPROVADO
2686,896,24,2026,5,MATRICULADO
2687,896,9,2026,16,MATRICULADO
2688,896,35,2026,9,MATRICULADO
2689,897,3,2026,3,APROVADO
2690,897,10,2026,20,APROVADO
2691,897,40,2026,16,MATRICULADO
2692,898,12,2026,5,MATRICULADO
2693,898,36,2026,12,REPROVADO
2694,898,19,2026,0,APROVADO
2695,899,26,2026,2,MATRICULADO
2696,899,23,2026,6,REPROVADO
2697,899,16,2026,16,REPROVADO
2698,900,10,2026,13,MATRICULADO
2699,900,20,2026,13,APROVADO
2700,900,41,2026,1,REPROVADO
2701,901,2,2026,0,APROVADO
2702,901,39,2026,16,REPROVADO
2703,901,36,2026,18,REPROVADO
2704,902,35,2026,20,REPROVADO
2705,902,19,2026,11,MATRICULADO
2706,902,33,2026,17,REPROVADO
2707,903,34,2026,15,MATRICULADO
2708,903,28,2026,8,MATRICULADO
2709,903,24,2026,7,MATRICULADO
2710,904,15,2026,14,REPROVADO
2711,904,30,2026,19,REPROVADO
2712,904,35,2026,4,MATRICULADO
2713,905,27,2026,0,APROVADO
2714,905,3,2026,8,REPROVADO
2715,905,22,2026,1,APROVADO
2716,906,6,2026,13,MATRICULADO
2717,906,29,2026,6,MATRICULADO
2718,906,10,2026,7,APROVADO
2719,907,14,2026,19,APROVADO
2720,907,24,2026,6,MATRICULADO
2721,907,27,2026,3,APROVADO
2722,908,25,2026,0,REPROVADO
2723,908,4,2026,6,MATRICULADO
2724,908,32,2026,17,APROVADO
2725,909,34,2026,16,MATRICULADO
2726,909,18,2026,1,MATRICULADO
2727,909,21,2026,20,REPROVADO
2728,910,30,2026,2,APROVADO
2729,910,4,2026,8,MATRICULADO
2730,910,18,2026,15,APROVADO
2731,911,14,2026,3,REPROVADO
2732,911,27,2026,5,APROVADO
2733,911,3,2026,10,REPROVADO
2734,912,30,2026,13,APROVADO
2735,912,7,2026,0,MATRICULADO
2736,912,22,2026,20,REPROVADO
2737,913,35,2026,17,MATRICULADO
2738,913,33,2026,17,REPROVADO
2739,913,7,2026,18,MATRICULADO
2740,914,35,2026,20,MATRICULADO
2741,914,34,2026,1,MATRICULADO
2742,914,41,2026,7,APROVADO
2743,915,5,2026,17,REPROVADO
2744,915,31,2026,9,REPROVADO
2745,915,1,2026,18,REPROVADO
2746,916,37,2026,12,MATRICULADO
2747,916,5,2026,11,REPROVADO
2748,916,13,2026,18,REPROVADO
2749,917,24,2026,1,REPROVADO
2750,917,9,2026,14,REPROVADO
2751,917,35,2026,8,MATRICULADO
2752,918,36,2026,19,MATRICULADO
2753,918,30,2026,1,MATRICULADO
2754,918,9,2026,2,MATRICULADO
2755,919,18,2026,19,APROVADO
2756,919,27,2026,7,REPROVADO
2757,919,15,2026,11,APROVADO
2758,920,14,2026,0,MATRICULADO
2759,920,41,2026,11,MATRICULADO
2760,920,38,2026,11,REPROVADO
2761,921,24,2026,20,REPROVADO
2762,921,9,2026,18,REPROVADO
2763,921,6,2026,7,APROVADO
2764,922,14,2026,6,MATRICULADO
2765,922,4,2026,0,MATRICULADO
2766,922,41,2026,19,MATRICULADO
2767,923,32,2026,5,MATRICULADO
2768,923,26,2026,1,REPROVADO
2769,923,5,2026,17,MATRICULADO
2770,924,6,2026,18,MATRICULADO
2771,924,19,2026,13,MATRICULADO
2772,924,26,2026,15,REPROVADO
2773,925,39,2026,10,APROVADO
2774,925,2,2026,6,REPROVADO
2775,925,30,2026,6,REPROVADO
2776,926,8,2026,5,MATRICULADO
2777,926,17,2026,17,REPROVADO
2778,926,11,2026,3,REPROVADO
2779,927,22,2026,4,MATRICULADO
2780,927,26,2026,19,REPROVADO
2781,927,18,2026,4,REPROVADO
2782,928,31,2026,20,APROVADO
2783,928,34,2026,0,MATRICULADO
2784,928,14,2026,7,APROVADO
2785,929,35,2026,20,MATRICULADO
2786,929,10,2026,6,REPROVADO
2787,929,21,2026,14,REPROVADO
2788,930,36,2026,18,REPROVADO
2789,930,14,2026,12,MATRICULADO
2790,930,19,2026,8,MATRICULADO
2791,931,3,2026,20,REPROVADO
2792,931,39,2026,4,REPROVADO
2793,931,27,2026,3,APROVADO
2794,932,39,2026,6,APROVADO
2795,932,6,2026,18,REPROVADO
2796,932,4,2026,6,MATRICULADO
2797,933,24,2026,16,MATRICULADO
2798,933,2,2026,20,REPROVADO
2799,933,26,2026,11,APROVADO
2800,934,19,2026,12,MATRICULADO
2801,934,35,2026,19,APROVADO
2802,934,28,2026,8,APROVADO
2803,935,4,2026,18,APROVADO
2804,935,1,2026,14,MATRICULADO
2805,935,38,2026,17,APROVADO
2806,936,29,2026,20,REPROVADO
2807,936,39,2026,6,APROVADO
2808,936,5,2026,14,MATRICULADO
2809,937,18,2026,1,APROVADO
2810,937,14,2026,0,APROVADO
2811,937,15,2026,2,APROVADO
2812,938,7,2026,17,MATRICULADO
2813,938,20,2026,0,MATRICULADO
2814,938,14,2026,4,REPROVADO
2815,939,6,2026,13,APROVADO
2816,939,17,2026,5,MATRICULADO
2817,939,38,2026,14,REPROVADO
2818,940,5,2026,2,REPROVADO
2819,940,20,2026,1,MATRICULADO
2820,940,12,2026,18,APROVADO
2821,941,23,2026,5,APROVADO
2822,941,24,2026,19,REPROVADO
2823,941,3,2026,0,REPROVADO
2824,942,35,2026,3,MATRICULADO
2825,942,22,2026,20,MATRICULADO
2826,942,20,2026,15,MATRICULADO
2827,943,5,2026,2,MATRICULADO
2828,943,33,2026,6,REPROVADO
2829,943,31,2026,3,REPROVADO
2830,944,15,2026,5,APROVADO
2831,944,11,2026,13,REPROVADO
2832,944,4,2026,9,APROVADO
2833,945,39,2026,16,MATRICULADO
2834,945,3,2026,3,APROVADO
2835,945,17,2026,6,MATRICULADO
2836,946,25,2026,16,APROVADO
