id_matricula_disciplina,id_estudante,id_disciplina,ano_letivo,media_geral
5036,1008,13,2026,0.5
5037,1008,11,2026,4.6
5038,1008,8,2026,3.2
5039,1008,12,2026,1.0
5040,1008,7,2026,3.3
5041,1009,11,2026,8.6
5042,1009,13,2026,8.2
5043,1009,1,2026,7.5
5044,1009,8,2026,7.6
5045,1009,9,2026,9.1
5046,1010,9,2026,4.5
5047,1010,6,2026,2.0
5048,1010,5,2026,2.9
5049,1010,1,2026,1.7
5050,1010,4,2026,4.8
5051,1011,6,2026,5.2
5052,1011,11,2026,7.0
5053,1011,1,2026,5.3
5054,1011,3,2026,6.6
5055,1011,4,2026,6.6
5056,1012,6,2026,5.6
5057,1012,4,2026,6.3
5058,1012,3,2026,5.7
5059,1012,8,2026,5.2
5060,1012,12,2026,6.2
5061,1013,3,2026,7.4
5062,1013,5,2026,7.4
5063,1013,10,2026,7.8
5064,1013,1,2026,8.5
5065,1013,4,2026,7.9
5066,1014,13,2026,3.6
5067,1014,10,2026,1.6
5068,1014,6,2026,1.7
5069,1014,1,2026,2.3
5070,1014,4,2026,4.9
5071,1015,3,2026,8.4
5072,1015,1,2026,7.2
5073,1015,12,2026,8.3
5074,1015,7,2026,7.9
5075,1015,2,2026,9.8
5076,1016,13,2026,6.6
5077,1016,6,2026,5.2
5078,1016,10,2026,5.3
5079,1016,5,2026,6.1
5080,1016,8,2026,5.5
5081,1017,11,2026,9.0
5082,1017,10,2026,9.3
5083,1017,2,2026,7.0
5084,1017,3,2026,8.3
5085,1017,8,2026,7.1
5086,1018,12,2026,6.7
5087,1018,7,2026,6.8
5088,1018,2,2026,6.1
5089,1018,3,2026,5.5
5090,1018,10,2026,6.4
5091,1019,1,2026,8.3
5092,1019,6,2026,9.1
5093,1019,7,2026,7.7
5094,1019,5,2026,7.0
5095,1019,10,2026,7.8
5096,1020,6,2026,7.2
5097,1020,13,2026,9.9
5098,1020,12,2026,7.6
5099,1020,10,2026,8.0
5100,1020,11,2026,7.0
5101,1021,8,2026,9.8
5102,1021,13,2026,7.6
5103,1021,9,2026,8.9
5104,1021,10,2026,8.5
5105,1021,5,2026,9.6
5106,1022,4,2026,9.0
5107,1022,10,2026,8.2
5108,1022,12,2026,7.1
5109,1022,1,2026,7.5
5110,1022,5,2026,9.2
5111,1023,4,2026,9.8
5112,1023,7,2026,8.3
5113,1023,10,2026,9.8
5114,1023,12,2026,7.1
5115,1023,3,2026,9.8
5116,1024,3,2026,5.7
5117,1024,13,2026,5.7
5118,1024,1,2026,5.0
5119,1024,10,2026,5.2
5120,1024,8,2026,6.5
5121,1025,1,2026,6.8
5122,1025,7,2026,5.1
5123,1025,11,2026,5.7
5124,1025,8,2026,5.2
5125,1025,13,2026,5.1
5126,1026,4,2026,8.8
5127,1026,10,2026,8.4
5128,1026,13,2026,8.8
5129,1026,5,2026,9.7
5130,1026,12,2026,9.7
5131,1027,7,2026,9.1
5132,1027,3,2026,9.3
5133,1027,2,2026,9.5
5134,1027,9,2026,8.8
5135,1027,4,2026,8.9
5136,1028,2,2026,3.9
5137,1028,12,2026,3.0
5138,1028,10,2026,0.6
5139,1028,3,2026,4.3
5140,1028,7,2026,1.1
5141,1029,8,2026,5.1
5142,1029,2,2026,5.1
5143,1029,3,2026,6.1
5144,1029,11,2026,6.8
5145,1029,7,2026,6.0
5146,1030,11,2026,2.3
5147,1030,8,2026,0.3
5148,1030,12,2026,1.4
5149,1030,5,2026,2.8
5150,1030,3,2026,2.5
5151,1031,9,2026,6.9
5152,1031,13,2026,5.1
5153,1031,8,2026,5.4
5154,1031,3,2026,5.3
5155,1031,12,2026,6.3
5156,1032,12,2026,8.3
5157,1032,13,2026,8.7
5158,1032,1,2026,7.2
5159,1032,2,2026,7.9
5160,1032,3,2026,8.2
5161,1033,7,2026,7.4
5162,1033,6,2026,9.6
5163,1033,9,2026,8.5
5164,1033,10,2026,7.0
5165,1033,12,2026,8.7
5166,1034,12,2026,8.3
5167,1034,1,2026,9.1
5168,1034,11,2026,7.8
5169,1034,7,2026,9.4
5170,1034,5,2026,8.0
5171,1035,6,2026,8.4
5172,1035,8,2026,7.8
5173,1035,4,2026,8.5
5174,1035,12,2026,9.7
5175,1035,9,2026,7.8
5176,1036,8,2026,8.0
5177,1036,1,2026,8.4
5178,1036,10,2026,9.3
5179,1036,5,2026,7.2
5180,1036,7,2026,8.3
5181,1037,3,2026,9.9
5182,1037,10,2026,7.5
5183,1037,9,2026,7.9
5184,1037,11,2026,8.2
5185,1037,8,2026,7.2
5186,1038,10,2026,9.1
5187,1038,3,2026,7.2
5188,1038,9,2026,8.9
5189,1038,12,2026,8.1
5190,1038,7,2026,7.4
5191,1039,1,2026,0.4
5192,1039,13,2026,2.6
5193,1039,6,2026,2.1
5194,1039,4,2026,1.7
5195,1039,8,2026,3.6
5196,1040,7,2026,7.2
5197,1040,9,2026,9.5
5198,1040,12,2026,8.9
5199,1040,1,2026,8.1
5200,1040,4,2026,10.0
5201,1041,10,2026,2.3
5202,1041,6,2026,2.6
5203,1041,11,2026,4.5
5204,1041,2,2026,4.4
5205,1041,3,2026,3.8
5206,1042,5,2026,9.9
5207,1042,3,2026,9.0
5208,1042,9,2026,7.8
5209,1042,6,2026,9.5
5210,1042,4,2026,9.4
5211,1043,2,2026,3.4
5212,1043,10,2026,2.8
5213,1043,12,2026,2.6
5214,1043,13,2026,0.0
5215,1043,9,2026,3.5
5216,1044,8,2026,6.7
5217,1044,1,2026,5.2
5218,1044,9,2026,5.3
5219,1044,7,2026,6.0
5220,1044,13,2026,6.3
5221,1045,12,2026,7.9
5222,1045,1,2026,7.7
5223,1045,8,2026,9.9
5224,1045,5,2026,8.7
5225,1045,13,2026,9.2
5226,1046,10,2026,2.1
5227,1046,7,2026,3.3
5228,1046,8,2026,1.6
5229,1046,3,2026,0.3
5230,1046,5,2026,0.2
5231,1047,10,2026,6.6
5232,1047,1,2026,6.0
5233,1047,12,2026,6.5
5234,1047,8,2026,5.1
5235,1047,11,2026,5.4
5236,1048,6,2026,2.8
5237,1048,1,2026,0.8
5238,1048,3,2026,3.8
5239,1048,13,2026,3.1
5240,1048,5,2026,3.5
5241,1049,10,2026,4.9
5242,1049,3,2026,0.9
5243,1049,1,2026,4.5
5244,1049,2,2026,2.4
5245,1049,11,2026,4.5
5246,1050,13,2026,3.4
5247,1050,10,2026,3.3
5248,1050,8,2026,4.3
5249,1050,5,2026,1.7
5250,1050,11,2026,1.2
5251,1051,10,2026,6.5
5252,1051,7,2026,5.5
5253,1051,6,2026,6.5
5254,1051,13,2026,5.7
5255,1051,8,2026,5.8
5256,1052,11,2026,7.2
5257,1052,13,2026,7.3
5258,1052,10,2026,7.9
5259,1052,5,2026,8.0
5260,1052,3,2026,9.2
5261,1053,8,2026,6.8
5262,1053,5,2026,7.0
5263,1053,1,2026,5.5
5264,1053,6,2026,6.9
5265,1053,2,2026,7.0
5266,1054,13,2026,9.2
5267,1054,4,2026,9.3
5268,1054,8,2026,9.1
5269,1054,7,2026,8.3
5270,1054,10,2026,8.6
5271,1055,12,2026,8.0
5272,1055,11,2026,8.5
5273,1055,7,2026,7.3
5274,1055,1,2026,9.4
5275,1055,9,2026,7.9
5276,1056,11,2026,8.8
5277,1056,1,2026,8.2
5278,1056,6,2026,8.5
5279,1056,9,2026,7.8
5280,1056,5,2026,8.8
5281,1057,1,2026,8.5
5282,1057,9,2026,7.5
5283,1057,13,2026,9.2
5284,1057,4,2026,9.0
5285,1057,6,2026,8.3
5286,1058,5,2026,8.3
5287,1058,6,2026,7.5
5288,1058,1,2026,8.1
5289,1058,10,2026,7.7
5290,1058,9,2026,7.4
5291,1059,8,2026,9.7
5292,1059,12,2026,7.3
5293,1059,10,2026,9.9
5294,1059,2,2026,9.7
5295,1059,11,2026,8.6
5296,1060,13,2026,2.1
5297,1060,12,2026,2.1
5298,1060,2,2026,2.6
5299,1060,9,2026,2.8
5300,1060,5,2026,5.0
5301,1061,6,2026,7.7
5302,1061,10,2026,9.5
5303,1061,4,2026,8.2
5304,1061,3,2026,8.5
5305,1061,2,2026,7.6
5306,1062,11,2026,7.0
5307,1062,8,2026,9.3
5308,1062,4,2026,9.7
5309,1062,5,2026,7.4
5310,1062,9,2026,9.6
5311,1063,5,2026,3.3
5312,1063,3,2026,0.7
5313,1063,6,2026,1.7
5314,1063,10,2026,1.7
5315,1063,8,2026,2.7
5316,1064,3,2026,9.6
5317,1064,10,2026,9.2
5318,1064,9,2026,7.4
5319,1064,8,2026,7.2
5320,1064,11,2026,9.3
5321,1065,5,2026,7.8
5322,1065,8,2026,7.9
5323,1065,11,2026,7.0
5324,1065,13,2026,7.5
5325,1065,9,2026,7.7
5326,1066,8,2026,3.4
5327,1066,2,2026,4.9
5328,1066,13,2026,4.4
5329,1066,9,2026,0.4
5330,1066,5,2026,2.1
5331,1067,8,2026,7.1
5332,1067,3,2026,7.8
5333,1067,13,2026,9.4
5334,1067,6,2026,8.9
5335,1067,9,2026,9.7
5336,1068,7,2026,8.6
5337,1068,8,2026,8.9
5338,1068,13,2026,8.8
5339,1068,10,2026,8.6
5340,1068,9,2026,8.4
5341,1069,8,2026,8.5
5342,1069,6,2026,9.7
5343,1069,5,2026,9.3
5344,1069,11,2026,9.9
5345,1069,12,2026,7.7
5346,1070,1,2026,5.8
5347,1070,2,2026,6.8
5348,1070,10,2026,5.0
5349,1070,3,2026,5.7
5350,1070,4,2026,6.2
5351,1071,3,2026,7.0
5352,1071,12,2026,6.2
5353,1071,8,2026,5.5
5354,1071,6,2026,6.8
5355,1071,2,2026,6.0
5356,1072,1,2026,1.4
5357,1072,2,2026,1.5
5358,1072,3,2026,3.0
5359,1072,5,2026,2.1
5360,1072,9,2026,3.9
5361,1073,6,2026,2.0
5362,1073,7,2026,4.0
5363,1073,2,2026,0.7
5364,1073,11,2026,0.7
5365,1073,13,2026,4.6
5366,1074,1,2026,8.8
5367,1074,8,2026,8.6
5368,1074,13,2026,9.6
5369,1074,7,2026,9.9
5370,1074,6,2026,7.3
5371,1075,1,2026,7.7
5372,1075,3,2026,7.2
5373,1075,12,2026,9.5
5374,1075,8,2026,9.9
5375,1075,5,2026,7.5
5376,1076,11,2026,2.1
5377,1076,12,2026,3.2
5378,1076,8,2026,1.4
5379,1076,2,2026,2.3
5380,1076,9,2026,4.4
5381,1077,7,2026,3.1
5382,1077,4,2026,1.0
5383,1077,2,2026,3.5
5384,1077,11,2026,2.5
5385,1077,3,2026,4.2
5386,1078,9,2026,8.2
5387,1078,8,2026,8.0
5388,1078,13,2026,9.6
5389,1078,1,2026,8.0
5390,1078,7,2026,9.6
5391,1079,6,2026,5.7
5392,1079,9,2026,5.7
5393,1079,7,2026,6.7
5394,1079,11,2026,5.2
5395,1079,4,2026,6.9
5396,1080,3,2026,1.7
5397,1080,11,2026,0.4
5398,1080,9,2026,0.9
5399,1080,12,2026,3.3
5400,1080,13,2026,3.5
5401,1081,7,2026,9.5
5402,1081,13,2026,8.8
5403,1081,10,2026,8.2
5404,1081,1,2026,9.8
5405,1081,6,2026,8.8
5406,1082,13,2026,9.7
5407,1082,5,2026,10.0
5408,1082,3,2026,9.5
5409,1082,9,2026,10.0
5410,1082,10,2026,8.3
5411,1083,1,2026,7.2
5412,1083,6,2026,7.7
5413,1083,3,2026,9.0
5414,1083,13,2026,9.4
5415,1083,4,2026,8.6
5416,1084,8,2026,4.6
5417,1084,2,2026,1.0
5418,1084,3,2026,2.2
5419,1084,4,2026,1.9
5420,1084,11,2026,2.2
5421,1085,5,2026,8.2
5422,1085,3,2026,8.3
5423,1085,8,2026,8.6
5424,1085,11,2026,9.0
5425,1085,9,2026,8.0
5426,1086,8,2026,4.9
5427,1086,3,2026,3.6
5428,1086,9,2026,0.7
5429,1086,13,2026,2.5
5430,1086,7,2026,4.6
5431,1087,8,2026,9.9
5432,1087,9,2026,9.9
5433,1087,4,2026,7.0
5434,1087,5,2026,7.5
5435,1087,13,2026,8.6
5436,1088,4,2026,6.0
5437,1088,5,2026,5.7
5438,1088,11,2026,5.9
5439,1088,6,2026,5.4
5440,1088,10,2026,6.3
5441,1089,13,2026,7.8
5442,1089,8,2026,7.6
5443,1089,12,2026,8.6
5444,1089,1,2026,9.1
5445,1089,10,2026,8.4
5446,1090,1,2026,0.9
5447,1090,3,2026,1.7
5448,1090,8,2026,4.6
5449,1090,4,2026,2.2
5450,1090,12,2026,4.6
5451,1091,5,2026,6.5
5452,1091,12,2026,6.9
5453,1091,3,2026,5.7
5454,1091,13,2026,5.7
5455,1091,1,2026,6.8
5456,1092,9,2026,6.8
5457,1092,10,2026,7.0
5458,1092,11,2026,6.3
5459,1092,4,2026,5.6
5460,1092,8,2026,5.2
5461,1093,8,2026,6.6
5462,1093,9,2026,5.8
5463,1093,12,2026,6.6
5464,1093,2,2026,5.6
5465,1093,6,2026,6.7
5466,1094,8,2026,5.8
5467,1094,4,2026,5.0
5468,1094,9,2026,6.9
5469,1094,7,2026,5.6
5470,1094,6,2026,6.3
5471,1095,5,2026,9.2
5472,1095,12,2026,7.6
5473,1095,11,2026,9.1
5474,1095,7,2026,8.9
5475,1095,8,2026,7.2
5476,1096,12,2026,5.7
5477,1096,3,2026,5.9
5478,1096,5,2026,6.4
5479,1096,9,2026,5.1
5480,1096,6,2026,6.3
5481,1097,7,2026,9.8
5482,1097,3,2026,8.7
5483,1097,4,2026,8.8
5484,1097,10,2026,9.5
5485,1097,5,2026,9.9
5486,1098,7,2026,5.0
5487,1098,5,2026,6.1
5488,1098,1,2026,5.6
5489,1098,8,2026,5.1
5490,1098,13,2026,5.3
5491,1099,12,2026,5.1
5492,1099,1,2026,5.2
5493,1099,4,2026,6.4
5494,1099,11,2026,6.0
5495,1099,9,2026,5.2
5496,1100,13,2026,1.2
5497,1100,7,2026,2.1
5498,1100,3,2026,3.1
5499,1100,9,2026,1.6
5500,1100,4,2026,4.4
5501,1101,13,2026,9.8
5502,1101,2,2026,8.1
5503,1101,1,2026,7.7
5504,1101,9,2026,8.4
5505,1101,11,2026,9.5
5506,1102,4,2026,5.3
5507,1102,6,2026,6.3
5508,1102,7,2026,6.0
5509,1102,8,2026,6.0
5510,1102,1,2026,5.9
5511,1103,6,2026,3.3
5512,1103,7,2026,1.8
5513,1103,13,2026,3.5
5514,1103,10,2026,2.9
5515,1103,12,2026,4.5
5516,1104,6,2026,8.8
5517,1104,8,2026,8.1
5518,1104,13,2026,8.1
5519,1104,10,2026,9.7
5520,1104,11,2026,8.0
5521,1105,11,2026,6.1
5522,1105,4,2026,6.3
5523,1105,13,2026,5.9
5524,1105,7,2026,5.6
5525,1105,3,2026,5.7
5526,1106,5,2026,9.8
5527,1106,2,2026,9.1
5528,1106,9,2026,7.4
5529,1106,4,2026,9.6
5530,1106,6,2026,9.7
5531,1107,3,2026,5.3
5532,1107,1,2026,6.5
5533,1107,8,2026,5.8
5534,1107,9,2026,5.6
5535,1107,10,2026,6.7
5536,1108,10,2026,9.5
5537,1108,11,2026,8.1
5538,1108,3,2026,7.9
5539,1108,2,2026,7.9
5540,1108,5,2026,7.4
5541,1109,13,2026,6.3
5542,1109,4,2026,6.5
5543,1109,1,2026,6.8
5544,1109,3,2026,5.9
5545,1109,8,2026,5.1
5546,1110,12,2026,7.6
5547,1110,9,2026,9.2
5548,1110,3,2026,9.0
5549,1110,5,2026,7.7
5550,1110,1,2026,9.2
5551,1111,2,2026,6.5
5552,1111,3,2026,5.3
5553,1111,5,2026,5.4
5554,1111,11,2026,6.5
5555,1111,1,2026,5.5
5556,1112,11,2026,7.5
5557,1112,1,2026,9.1
5558,1112,10,2026,9.5
5559,1112,5,2026,9.7
5560,1112,2,2026,8.1
5561,1113,11,2026,2.9
5562,1113,3,2026,0.3
5563,1113,6,2026,0.1
5564,1113,8,2026,4.6
5565,1113,13,2026,2.4
5566,1114,5,2026,1.6
5567,1114,2,2026,2.0
5568,1114,3,2026,0.4
5569,1114,4,2026,4.5
5570,1114,11,2026,0.4
5571,1115,13,2026,1.3
5572,1115,2,2026,2.5
5573,1115,4,2026,1.8
5574,1115,5,2026,0.3
5575,1115,11,2026,1.1
5576,1116,13,2026,6.8
5577,1116,11,2026,5.9
5578,1116,10,2026,5.8
5579,1116,7,2026,5.4
5580,1116,3,2026,5.5
5581,1117,3,2026,9.3
5582,1117,2,2026,8.9
5583,1117,12,2026,9.6
5584,1117,13,2026,9.1
5585,1117,1,2026,8.5
5586,1118,4,2026,6.1
5587,1118,1,2026,5.3
5588,1118,2,2026,6.1
5589,1118,5,2026,6.2
5590,1118,10,2026,6.1
5591,1119,11,2026,3.4
5592,1119,9,2026,1.5
5593,1119,2,2026,1.8
5594,1119,10,2026,0.9
5595,1119,7,2026,4.1
5596,1120,2,2026,8.5
5597,1120,11,2026,7.2
5598,1120,10,2026,7.7
5599,1120,12,2026,8.0
5600,1120,1,2026,9.9
5601,1121,12,2026,9.9
5602,1121,13,2026,7.7
5603,1121,4,2026,8.3
5604,1121,2,2026,9.6
5605,1121,8,2026,8.2
5606,1122,1,2026,7.0
5607,1122,5,2026,9.0
5608,1122,2,2026,9.1
5609,1122,8,2026,9.7
5610,1122,11,2026,7.3
5611,1123,2,2026,5.6
5612,1123,9,2026,6.7
5613,1123,8,2026,5.2
5614,1123,5,2026,6.4
5615,1123,1,2026,6.6
5616,1124,1,2026,8.3
5617,1124,4,2026,9.9
5618,1124,5,2026,7.2
5619,1124,11,2026,9.7
5620,1124,6,2026,8.4
5621,1125,7,2026,8.0
5622,1125,6,2026,9.1
5623,1125,1,2026,8.1
5624,1125,8,2026,9.6
5625,1125,10,2026,8.4
5626,1126,4,2026,8.2
5627,1126,2,2026,9.5
5628,1126,7,2026,9.0
5629,1126,13,2026,9.9
5630,1126,12,2026,8.5
5631,1127,2,2026,6.5
5632,1127,13,2026,6.4
5633,1127,11,2026,5.9
5634,1127,1,2026,6.7
5635,1127,6,2026,5.1
5636,1128,4,2026,5.1
5637,1128,10,2026,5.8
5638,1128,12,2026,5.9
5639,1128,7,2026,5.0
5640,1128,13,2026,6.2
5641,1129,5,2026,9.1
5642,1129,7,2026,7.7
5643,1129,10,2026,9.1
5644,1129,12,2026,10.0
5645,1129,11,2026,7.7
5646,1130,12,2026,5.2
5647,1130,8,2026,6.4
5648,1130,1,2026,6.0
5649,1130,11,2026,5.0
5650,1130,13,2026,5.1
5651,1131,8,2026,2.1
5652,1131,2,2026,1.2
5653,1131,5,2026,1.1
5654,1131,1,2026,1.1
5655,1131,9,2026,0.2
5656,1132,13,2026,5.6
5657,1132,7,2026,6.8
5658,1132,6,2026,6.1
5659,1132,9,2026,6.1
5660,1132,8,2026,5.4
5661,1133,11,2026,8.8
5662,1133,3,2026,7.0
5663,1133,4,2026,8.7
5664,1133,8,2026,7.6
5665,1133,6,2026,8.6
5666,1134,6,2026,4.7
5667,1134,9,2026,3.7
5668,1134,3,2026,1.8
5669,1134,13,2026,5.0
5670,1134,12,2026,0.6
5671,1135,10,2026,4.8
5672,1135,2,2026,4.6
5673,1135,13,2026,2.6
5674,1135,7,2026,0.8
5675,1135,1,2026,3.8
5676,1136,7,2026,2.7
5677,1136,8,2026,2.4
5678,1136,9,2026,2.0
5679,1136,11,2026,2.8
5680,1136,4,2026,3.2
5681,1137,3,2026,5.5
5682,1137,4,2026,5.5
5683,1137,9,2026,5.5
5684,1137,1,2026,5.7
5685,1137,10,2026,5.6
5686,1138,7,2026,9.8
5687,1138,5,2026,7.8
5688,1138,9,2026,8.2
5689,1138,13,2026,8.5
5690,1138,8,2026,7.3
5691,1139,1,2026,1.7
5692,1139,7,2026,4.5
5693,1139,4,2026,2.9
5694,1139,2,2026,2.4
5695,1139,8,2026,0.2
5696,1140,5,2026,8.5
5697,1140,6,2026,7.3
5698,1140,9,2026,9.3
5699,1140,13,2026,7.8
5700,1140,1,2026,7.2
5701,1141,8,2026,6.4
5702,1141,3,2026,6.4
5703,1141,9,2026,6.8
5704,1141,2,2026,5.1
5705,1141,5,2026,6.1
5706,1142,2,2026,9.6
5707,1142,13,2026,9.6
5708,1142,5,2026,7.2
5709,1142,7,2026,8.5
5710,1142,1,2026,7.5
5711,1143,12,2026,8.0
5712,1143,13,2026,8.9
5713,1143,1,2026,8.1
5714,1143,6,2026,8.1
5715,1143,10,2026,7.8
5716,1144,12,2026,8.5
5717,1144,7,2026,7.8
5718,1144,9,2026,9.5
5719,1144,4,2026,9.3
5720,1144,13,2026,9.5
5721,1145,4,2026,9.4
5722,1145,8,2026,7.6
5723,1145,12,2026,9.6
5724,1145,2,2026,9.0
5725,1145,5,2026,8.9
5726,1146,6,2026,9.0
5727,1146,5,2026,9.4
5728,1146,13,2026,7.1
5729,1146,10,2026,7.7
5730,1146,11,2026,7.0
5731,1147,2,2026,5.3
5732,1147,13,2026,6.6
5733,1147,10,2026,6.9
5734,1147,7,2026,6.9
5735,1147,3,2026,5.8
5736,1148,10,2026,6.3
5737,1148,8,2026,6.5
5738,1148,5,2026,6.5
5739,1148,3,2026,6.5
5740,1148,2,2026,6.6
5741,1149,7,2026,3.3
5742,1149,9,2026,4.4
5743,1149,4,2026,4.7
5744,1149,12,2026,1.6
5745,1149,6,2026,3.4
5746,1150,8,2026,0.1
5747,1150,1,2026,3.6
5748,1150,10,2026,2.9
5749,1150,4,2026,2.0
5750,1150,5,2026,4.6
5751,1151,6,2026,5.4
5752,1151,1,2026,6.6
5753,1151,9,2026,6.6
5754,1151,2,2026,6.7
5755,1151,10,2026,6.5
5756,1152,1,2026,8.7
5757,1152,4,2026,7.6
5758,1152,5,2026,9.2
5759,1152,9,2026,8.4
5760,1152,11,2026,8.4
5761,1153,1,2026,4.6
5762,1153,12,2026,1.7
5763,1153,7,2026,3.3
5764,1153,3,2026,1.7
5765,1153,8,2026,3.5
5766,1154,5,2026,7.9
5767,1154,3,2026,9.2
5768,1154,10,2026,8.3
5769,1154,6,2026,8.0
5770,1154,13,2026,7.4
5771,1155,2,2026,5.3
5772,1155,12,2026,5.7
5773,1155,8,2026,6.0
5774,1155,6,2026,6.9
5775,1155,7,2026,5.2
5776,1156,12,2026,1.4
5777,1156,13,2026,2.3
5778,1156,2,2026,3.3
5779,1156,8,2026,1.4
5780,1156,4,2026,3.8
5781,1157,10,2026,6.6
5782,1157,3,2026,6.4
5783,1157,4,2026,6.1
5784,1157,6,2026,6.6
5785,1157,2,2026,5.8
5786,1158,12,2026,9.1
5787,1158,9,2026,9.1
5788,1158,10,2026,7.1
5789,1158,8,2026,7.3
5790,1158,2,2026,7.0
5791,1159,9,2026,6.3
5792,1159,2,2026,5.7
5793,1159,3,2026,5.8
5794,1159,10,2026,5.1
5795,1159,5,2026,6.5
5796,1160,1,2026,7.8
5797,1160,5,2026,9.1
5798,1160,10,2026,9.6
5799,1160,12,2026,7.5
5800,1160,9,2026,9.1
5801,1161,11,2026,3.9
5802,1161,4,2026,4.4
5803,1161,6,2026,4.5
5804,1161,13,2026,1.0
5805,1161,3,2026,1.1
5806,1162,3,2026,6.7
5807,1162,11,2026,6.3
5808,1162,9,2026,6.1
5809,1162,8,2026,6.1
5810,1162,6,2026,6.3
5811,1163,1,2026,1.4
5812,1163,3,2026,2.3
5813,1163,7,2026,3.6
5814,1163,6,2026,0.5
5815,1163,11,2026,0.4
5816,1164,9,2026,6.7
5817,1164,13,2026,6.9
5818,1164,3,2026,6.9
5819,1164,2,2026,6.4
5820,1164,12,2026,6.0
5821,1165,10,2026,9.2
5822,1165,5,2026,7.4
5823,1165,2,2026,10.0
5824,1165,1,2026,7.4
5825,1165,8,2026,7.9
5826,1166,7,2026,4.8
5827,1166,5,2026,5.0
5828,1166,12,2026,4.3
5829,1166,13,2026,1.2
5830,1166,2,2026,3.8
5831,1167,8,2026,9.6
5832,1167,6,2026,8.5
5833,1167,5,2026,9.9
5834,1167,3,2026,9.4
5835,1167,11,2026,9.0
5836,1168,9,2026,8.5
5837,1168,11,2026,9.2
5838,1168,6,2026,8.4
5839,1168,3,2026,7.9
5840,1168,4,2026,9.0
5841,1169,12,2026,2.3
5842,1169,8,2026,2.8
5843,1169,13,2026,0.6
5844,1169,1,2026,0.7
5845,1169,10,2026,1.2
5846,1170,6,2026,9.5
5847,1170,2,2026,8.7
5848,1170,3,2026,7.5
5849,1170,12,2026,7.5
5850,1170,9,2026,8.4
5851,1171,10,2026,2.1
5852,1171,1,2026,0.1
5853,1171,13,2026,2.7
5854,1171,7,2026,1.8
5855,1171,11,2026,3.6
5856,1172,4,2026,5.9
5857,1172,9,2026,5.8
5858,1172,13,2026,5.8
5859,1172,10,2026,6.7
5860,1172,6,2026,6.1
5861,1173,2,2026,6.4
5862,1173,12,2026,6.5
5863,1173,1,2026,5.0
5864,1173,11,2026,6.5
5865,1173,4,2026,6.2
5866,1174,1,2026,6.0
5867,1174,8,2026,5.1
5868,1174,13,2026,6.3
5869,1174,4,2026,6.5
5870,1174,12,2026,5.8
5871,1175,12,2026,0.8
5872,1175,13,2026,2.5
5873,1175,7,2026,4.2
5874,1175,10,2026,3.8
5875,1175,4,2026,0.2
5876,1176,9,2026,8.8
5877,1176,4,2026,9.0
5878,1176,5,2026,9.1
5879,1176,13,2026,8.5
5880,1176,11,2026,7.9
5881,1177,8,2026,5.7
5882,1177,7,2026,6.7
5883,1177,11,2026,6.6
5884,1177,3,2026,6.3
5885,1177,12,2026,5.5
5886,1178,6,2026,5.9
5887,1178,7,2026,5.8
5888,1178,13,2026,6.4
5889,1178,8,2026,5.2
5890,1178,3,2026,6.2
5891,1179,3,2026,6.0
5892,1179,9,2026,6.2
5893,1179,2,2026,5.0
5894,1179,8,2026,6.8
5895,1179,5,2026,5.1
5896,1180,5,2026,7.6
5897,1180,6,2026,9.9
5898,1180,3,2026,8.2
5899,1180,11,2026,10.0
5900,1180,1,2026,7.7
5901,1181,4,2026,5.3
5902,1181,3,2026,6.9
5903,1181,7,2026,6.9
5904,1181,5,2026,5.4
5905,1181,6,2026,5.0
5906,1182,12,2026,9.2
5907,1182,1,2026,7.7
5908,1182,8,2026,7.3
5909,1182,5,2026,8.5
5910,1182,13,2026,7.4
5911,1183,3,2026,1.8
5912,1183,5,2026,0.6
5913,1183,8,2026,3.5
5914,1183,7,2026,1.0
5915,1183,11,2026,3.8
5916,1184,10,2026,6.7
5917,1184,13,2026,6.8
5918,1184,1,2026,5.8
5919,1184,11,2026,6.8
5920,1184,6,2026,5.8
5921,1185,4,2026,7.7
5922,1185,13,2026,10.0
5923,1185,3,2026,7.4
5924,1185,8,2026,8.6
5925,1185,7,2026,8.1
5926,1186,7,2026,7.4
5927,1186,3,2026,9.4
5928,1186,9,2026,9.6
5929,1186,4,2026,7.7
5930,1186,8,2026,9.0
5931,1187,3,2026,7.1
5932,1187,6,2026,9.4
5933,1187,10,2026,9.2
5934,1187,4,2026,9.5
5935,1187,2,2026,9.2
5936,1188,12,2026,0.7
5937,1188,1,2026,1.0
5938,1188,13,2026,4.7
5939,1188,9,2026,0.2
5940,1188,5,2026,3.7
5941,1189,1,2026,9.7
5942,1189,5,2026,7.6
5943,1189,4,2026,7.4
5944,1189,11,2026,8.9
5945,1189,10,2026,9.7
5946,1190,9,2026,5.8
5947,1190,4,2026,6.5
5948,1190,13,2026,5.2
5949,1190,5,2026,5.7
5950,1190,6,2026,6.0
5951,1191,9,2026,1.1
5952,1191,11,2026,0.5
5953,1191,1,2026,2.6
5954,1191,5,2026,3.6
5955,1191,8,2026,3.1
5956,1192,13,2026,4.7
5957,1192,11,2026,2.9
5958,1192,12,2026,1.9
5959,1192,2,2026,0.1
5960,1192,8,2026,4.9
5961,1193,11,2026,7.9
5962,1193,7,2026,9.2
5963,1193,5,2026,9.1
5964,1193,6,2026,7.3
5965,1193,10,2026,8.5
