id_matricula_disciplina,faltas_totais,frequencia,situacao_final
2952,3,0.95,APROVADO
2953,5,0.92,APROVADO
2954,8,0.87,APROVADO
2955,4,0.93,APROVADO
2956,3,0.95,APROVADO
2957,0,1.0,APROVADO
2958,14,0.77,APROVADO
2959,8,0.87,APROVADO
2960,0,1.0,APROVADO
2961,17,0.72,REPROVADO
2962,2,0.97,APROVADO
2963,4,0.93,APROVADO
2964,1,0.98,APROVADO
2965,5,0.92,APROVADO
2966,0,1.0,REPROVADO
2967,0,1.0,REPROVADO
2968,5,0.92,APROVADO
2969,4,0.93,APROVADO
2970,5,0.92,APROVADO
2971,15,0.75,APROVADO
2972,2,0.97,APROVADO
2973,2,0.97,APROVADO
2974,2,0.97,APROVADO
2975,2,0.97,APROVADO
2976,0,1.0,APROVADO
2977,0,1.0,APROVADO
2978,15,0.75,APROVADO
2979,0,1.0,APROVADO
2980,1,0.98,APROVADO
2981,4,0.93,APROVADO
2982,4,0.93,APROVADO
2983,5,0.92,APROVADO
2984,10,0.83,APROVADO
2985,3,0.95,APROVADO
2986,4,0.93,APROVADO
2987,0,1.0,APROVADO
2988,12,0.8,REPROVADO
2989,8,0.87,APROVADO
2990,7,0.88,APROVADO
2991,1,0.98,APROVADO
2992,7,0.88,APROVADO
2993,0,1.0,APROVADO
2994,13,0.78,APROVADO
2995,5,0.92,APROVADO
2996,6,0.9,APROVADO
2997,0,1.0,APROVADO
2998,4,0.93,APROVADO
2999,2,0.97,APROVADO
3000,4,0.93,APROVADO
3001,13,0.78,REPROVADO
3002,14,0.77,APROVADO
3003,9,0.85,APROVADO
3004,4,0.93,APROVADO
3005,11,0.82,APROVADO
3006,5,0.92,APROVADO
3007,12,0.8,APROVADO
3008,1,0.98,APROVADO
3009,4,0.93,APROVADO
3010,0,1.0,APROVADO
3011,0,1.0,APROVADO
3012,7,0.88,REPROVADO
3013,5,0.92,APROVADO
3014,8,0.87,REPROVADO
3015,11,0.82,APROVADO
3016,4,0.93,APROVADO
3017,24,0.6,REPROVADO
3018,2,0.97,APROVADO
3019,2,0.97,APROVADO
3020,2,0.97,APROVADO
3021,15,0.75,APROVADO
3022,4,0.93,APROVADO
3023,3,0.95,APROVADO
3024,5,0.92,APROVADO
3025,12,0.8,APROVADO
3026,1,0.98,APROVADO
3027,0,1.0,APROVADO
3028,1,0.98,APROVADO
3029,5,0.92,APROVADO
3030,5,0.92,APROVADO
3031,7,0.88,APROVADO
3032,4,0.93,APROVADO
3033,7,0.88,APROVADO
3034,8,0.87,APROVADO
3035,4,0.93,APROVADO
3036,11,0.82,APROVADO
3037,28,0.53,REPROVADO
3038,4,0.93,REPROVADO
3039,5,0.92,APROVADO
3040,0,1.0,APROVADO
3041,15,0.75,REPROVADO
3042,0,1.0,APROVADO
3043,1,0.98,REPROVADO
3044,21,0.65,REPROVADO
3045,12,0.8,APROVADO
3046,0,1.0,APROVADO
3047,4,0.93,APROVADO
3048,17,0.72,REPROVADO
3049,10,0.83,APROVADO
3050,0,1.0,APROVADO
3051,15,0.75,APROVADO
3052,2,0.97,REPROVADO
3053,0,1.0,APROVADO
3054,3,0.95,APROVADO
3055,0,1.0,APROVADO
3056,19,0.68,REPROVADO
3057,4,0.93,APROVADO
3058,1,0.98,APROVADO
3059,3,0.95,APROVADO
3060,5,0.92,APROVADO
3061,36,0.4,REPROVADO
3062,4,0.93,APROVADO
3063,0,1.0,APROVADO
3064,13,0.78,APROVADO
3065,15,0.75,APROVADO
3066,2,0.97,APROVADO
3067,1,0.98,APROVADO
3068,0,1.0,APROVADO
3069,5,0.92,APROVADO
3070,4,0.93,REPROVADO
3071,4,0.93,APROVADO
3072,12,0.8,APROVADO
3073,4,0.93,REPROVADO
3074,11,0.82,APROVADO
3075,2,0.97,APROVADO
3076,3,0.95,APROVADO
3077,1,0.98,APROVADO
3078,0,1.0,APROVADO
3079,1,0.98,APROVADO
3080,3,0.95,APROVADO
3081,0,1.0,REPROVADO
3082,3,0.95,APROVADO
3083,19,0.68,REPROVADO
3084,13,0.78,REPROVADO
3085,29,0.52,REPROVADO
3086,31,0.48,REPROVADO
3087,8,0.87,APROVADO
3088,3,0.95,APROVADO
3089,5,0.92,APROVADO
3090,7,0.88,APROVADO
3091,3,0.95,APROVADO
3092,0,1.0,APROVADO
3093,9,0.85,APROVADO
3094,4,0.93,REPROVADO
3095,5,0.92,APROVADO
3096,3,0.95,APROVADO
3097,7,0.88,APROVADO
3098,29,0.52,REPROVADO
3099,2,0.97,APROVADO
3100,2,0.97,APROVADO
3101,22,0.63,REPROVADO
3102,8,0.87,APROVADO
3103,11,0.82,APROVADO
3104,13,0.78,APROVADO
3105,15,0.75,APROVADO
3106,4,0.93,APROVADO
3107,4,0.93,APROVADO
3108,0,1.0,APROVADO
3109,1,0.98,APROVADO
3110,2,0.97,APROVADO
3111,7,0.88,APROVADO
3112,10,0.83,APROVADO
3113,1,0.98,APROVADO
3114,5,0.92,APROVADO
3115,5,0.92,APROVADO
3116,16,0.73,REPROVADO
3117,12,0.8,APROVADO
3118,7,0.88,APROVADO
3119,15,0.75,APROVADO
3120,30,0.5,REPROVADO
3121,15,0.75,APROVADO
3122,11,0.82,APROVADO
3123,5,0.92,APROVADO
3124,12,0.8,REPROVADO
3125,12,0.8,APROVADO
3126,3,0.95,APROVADO
3127,4,0.93,APROVADO
3128,5,0.92,APROVADO
3129,14,0.77,APROVADO
3130,14,0.77,APROVADO
3131,5,0.92,APROVADO
3132,5,0.92,APROVADO
3133,5,0.92,REPROVADO
3134,10,0.83,APROVADO
3135,0,1.0,APROVADO
3136,10,0.83,APROVADO
3137,11,0.82,APROVADO
3138,17,0.72,REPROVADO
3139,4,0.93,APROVADO
3140,0,1.0,APROVADO
3141,5,0.92,APROVADO
3142,3,0.95,APROVADO
3143,3,0.95,APROVADO
3144,1,0.98,APROVADO
3145,12,0.8,APROVADO
3146,30,0.5,REPROVADO
3147,13,0.78,APROVADO
3148,38,0.37,REPROVADO
3149,5,0.92,APROVADO
3150,15,0.75,APROVADO
3151,2,0.97,APROVADO
3152,2,0.97,APROVADO
3153,0,1.0,APROVADO
3154,11,0.82,APROVADO
3155,2,0.97,APROVADO
3156,12,0.8,APROVADO
3157,17,0.72,REPROVADO
3158,5,0.92,REPROVADO
3159,21,0.65,REPROVADO
3160,2,0.97,APROVADO
3161,21,0.65,REPROVADO
3162,8,0.87,APROVADO
3163,8,0.87,APROVADO
3164,13,0.78,REPROVADO
3165,0,1.0,APROVADO
3166,1,0.98,APROVADO
3167,9,0.85,REPROVADO
3168,6,0.9,APROVADO
3169,2,0.97,APROVADO
3170,6,0.9,APROVADO
3171,2,0.97,APROVADO
3172,37,0.38,REPROVADO
3173,3,0.95,APROVADO
3174,4,0.93,APROVADO
3175,18,0.7,REPROVADO
3176,3,0.95,APROVADO
3177,5,0.92,APROVADO
3178,3,0.95,APROVADO
3179,11,0.82,REPROVADO
3180,1,0.98,APROVADO
3181,3,0.95,APROVADO
3182,5,0.92,APROVADO
3183,2,0.97,REPROVADO
3184,8,0.87,APROVADO
3185,3,0.95,APROVADO
3186,8,0.87,APROVADO
3187,1,0.98,APROVADO
3188,0,1.0,APROVADO
3189,14,0.77,APROVADO
3190,9,0.85,APROVADO
3191,5,0.92,APROVADO
3192,18,0.7,REPROVADO
3193,1,0.98,APROVADO
3194,35,0.42,REPROVADO
3195,3,0.95,APROVADO
3196,0,1.0,REPROVADO
3197,15,0.75,REPROVADO
3198,3,0.95,REPROVADO
3199,2,0.97,REPROVADO
3200,30,0.5,REPROVADO
3201,1,0.98,APROVADO
3202,4,0.93,APROVADO
3203,14,0.77,REPROVADO
3204,1,0.98,APROVADO
3205,4,0.93,APROVADO
3206,11,0.82,APROVADO
3207,8,0.87,APROVADO
3208,0,1.0,REPROVADO
3209,28,0.53,REPROVADO
3210,2,0.97,APROVADO
3211,1,0.98,APROVADO
3212,3,0.95,APROVADO
3213,5,0.92,APROVADO
3214,3,0.95,APROVADO
3215,2,0.97,APROVADO
3216,3,0.95,APROVADO
3217,32,0.47,REPROVADO
3218,13,0.78,APROVADO
3219,1,0.98,APROVADO
3220,4,0.93,APROVADO
3221,9,0.85,APROVADO
3222,3,0.95,APROVADO
3223,5,0.92,APROVADO
3224,9,0.85,APROVADO
3225,10,0.83,APROVADO
3226,4,0.93,APROVADO
3227,25,0.58,REPROVADO
3228,12,0.8,APROVADO
3229,5,0.92,REPROVADO
3230,8,0.87,REPROVADO
3231,3,0.95,APROVADO
3232,14,0.77,APROVADO
3233,1,0.98,REPROVADO
3234,0,1.0,APROVADO
3235,0,1.0,APROVADO
3236,13,0.78,APROVADO
3237,3,0.95,REPROVADO
3238,1,0.98,APROVADO
3239,2,0.97,APROVADO
3240,4,0.93,APROVADO
3241,1,0.98,APROVADO
3242,8,0.87,APROVADO
3243,4,0.93,REPROVADO
3244,6,0.9,REPROVADO
3245,15,0.75,APROVADO
3246,13,0.78,APROVADO
3247,4,0.93,APROVADO
3248,4,0.93,APROVADO
3249,14,0.77,APROVADO
3250,4,0.93,APROVADO
3251,18,0.7,REPROVADO
3252,0,1.0,APROVADO
3253,5,0.92,APROVADO
3254,13,0.78,APROVADO
3255,6,0.9,APROVADO
3256,5,0.92,APROVADO
3257,7,0.88,REPROVADO
3258,4,0.93,APROVADO
3259,5,0.92,APROVADO
3260,1,0.98,APROVADO
3261,3,0.95,APROVADO
3262,4,0.93,APROVADO
3263,15,0.75,APROVADO
3264,14,0.77,REPROVADO
3265,5,0.92,APROVADO
3266,31,0.48,REPROVADO
3267,2,0.97,APROVADO
3268,2,0.97,APROVADO
3269,0,1.0,APROVADO
3270,14,0.77,APROVADO
3271,8,0.87,APROVADO
3272,2,0.97,APROVADO
3273,0,1.0,APROVADO
3274,3,0.95,APROVADO
3275,3,0.95,APROVADO
3276,4,0.93,APROVADO
3277,2,0.97,REPROVADO
3278,12,0.8,APROVADO
3279,40,0.33,REPROVADO
3280,2,0.97,APROVADO
3281,15,0.75,REPROVADO
3282,2,0.97,APROVADO
3283,6,0.9,APROVADO
3284,14,0.77,APROVADO
3285,21,0.65,REPROVADO
3286,12,0.8,APROVADO
3287,11,0.82,APROVADO
3288,6,0.9,APROVADO
3289,4,0.93,APROVADO
3290,5,0.92,APROVADO
3291,12,0.8,APROVADO
3292,4,0.93,APROVADO
3293,5,0.92,APROVADO
3294,28,0.53,REPROVADO
3295,0,1.0,APROVADO
3296,0,1.0,APROVADO
3297,12,0.8,APROVADO
3298,15,0.75,APROVADO
3299,8,0.87,APROVADO
3300,32,0.47,REPROVADO
3301,13,0.78,APROVADO
3302,14,0.77,APROVADO
3303,7,0.88,APROVADO
3304,0,1.0,APROVADO
3305,7,0.88,APROVADO
3306,5,0.92,APROVADO
3307,7,0.88,APROVADO
3308,11,0.82,APROVADO
3309,8,0.87,APROVADO
3310,29,0.52,REPROVADO
3311,0,1.0,REPROVADO
3312,1,0.98,APROVADO
3313,2,0.97,APROVADO
3314,6,0.9,APROVADO
3315,5,0.92,REPROVADO
3316,0,1.0,REPROVADO
3317,0,1.0,APROVADO
3318,15,0.75,APROVADO
3319,5,0.92,APROVADO
3320,5,0.92,APROVADO
3321,5,0.92,APROVADO
3322,1,0.98,APROVADO
3323,0,1.0,APROVADO
3324,0,1.0,APROVADO
3325,5,0.92,APROVADO
3326,0,1.0,APROVADO
3327,15,0.75,APROVADO
3328,5,0.92,REPROVADO
3329,0,1.0,APROVADO
3330,7,0.88,APROVADO
3331,1,0.98,APROVADO
3332,25,0.58,REPROVADO
3333,40,0.33,REPROVADO
3334,12,0.8,APROVADO
3335,5,0.92,APROVADO
3336,28,0.53,REPROVADO
3337,12,0.8,APROVADO
3338,2,0.97,APROVADO
3339,2,0.97,APROVADO
3340,0,1.0,APROVADO
3341,2,0.97,APROVADO
3342,1,0.98,APROVADO
3343,0,1.0,APROVADO
3344,4,0.93,APROVADO
3345,31,0.48,REPROVADO
3346,3,0.95,APROVADO
3347,14,0.77,APROVADO
3348,5,0.92,APROVADO
3349,5,0.92,APROVADO
3350,2,0.97,APROVADO
3351,4,0.93,APROVADO
3352,2,0.97,APROVADO
3353,5,0.92,APROVADO
3354,6,0.9,APROVADO
3355,0,1.0,APROVADO
3356,6,0.9,APROVADO
3357,6,0.9,APROVADO
3358,15,0.75,APROVADO
3359,7,0.88,APROVADO
3360,1,0.98,APROVADO
3361,5,0.92,APROVADO
3362,4,0.93,APROVADO
3363,0,1.0,APROVADO
3364,4,0.93,APROVADO
3365,1,0.98,APROVADO
3366,3,0.95,APROVADO
3367,7,0.88,REPROVADO
3368,1,0.98,APROVADO
3369,0,1.0,APROVADO
3370,1,0.98,REPROVADO
3371,0,1.0,APROVADO
3372,1,0.98,APROVADO
3373,5,0.92,APROVADO
3374,3,0.95,APROVADO
3375,14,0.77,APROVADO
3376,10,0.83,APROVADO
3377,0,1.0,APROVADO
3378,1,0.98,APROVADO
3379,3,0.95,APROVADO
3380,5,0.92,APROVADO
3381,28,0.53,REPROVADO
3382,1,0.98,APROVADO
3383,21,0.65,REPROVADO
3384,9,0.85,APROVADO
3385,4,0.93,APROVADO
3386,1,0.98,APROVADO
3387,7,0.88,APROVADO
3388,1,0.98,APROVADO
3389,11,0.82,APROVADO
3390,0,1.0,APROVADO
3391,5,0.92,APROVADO
3392,7,0.88,APROVADO
3393,2,0.97,APROVADO
3394,0,1.0,APROVADO
3395,2,0.97,APROVADO
3396,3,0.95,APROVADO
3397,10,0.83,APROVADO
3398,20,0.67,REPROVADO
3399,13,0.78,APROVADO
3400,6,0.9,APROVADO
3401,0,1.0,APROVADO
3402,7,0.88,APROVADO
3403,26,0.57,REPROVADO
3404,7,0.88,REPROVADO
3405,38,0.37,REPROVADO
3406,2,0.97,APROVADO
3407,2,0.97,APROVADO
3408,0,1.0,APROVADO
3409,5,0.92,APROVADO
3410,2,0.97,APROVADO
3411,7,0.88,APROVADO
3412,15,0.75,APROVADO
3413,0,1.0,APROVADO
3414,11,0.82,APROVADO
3415,11,0.82,APROVADO
3416,2,0.97,APROVADO
3417,3,0.95,APROVADO
3418,30,0.5,REPROVADO
3419,5,0.92,APROVADO
3420,6,0.9,APROVADO
3421,5,0.92,REPROVADO
3422,8,0.87,APROVADO
3423,5,0.92,APROVADO
3424,2,0.97,APROVADO
3425,1,0.98,APROVADO
3426,3,0.95,APROVADO
3427,4,0.93,APROVADO
3428,5,0.92,APROVADO
3429,3,0.95,APROVADO
3430,2,0.97,APROVADO
3431,1,0.98,APROVADO
3432,12,0.8,APROVADO
3433,2,0.97,APROVADO
3434,4,0.93,APROVADO
3435,2,0.97,APROVADO
3436,10,0.83,APROVADO
3437,5,0.92,APROVADO
3438,3,0.95,APROVADO
3439,0,1.0,APROVADO
3440,2,0.97,REPROVADO
3441,2,0.97,APROVADO
3442,2,0.97,APROVADO
3443,3,0.95,APROVADO
3444,15,0.75,APROVADO
3445,4,0.93,APROVADO
3446,4,0.93,APROVADO
3447,36,0.4,REPROVADO
3448,0,1.0,APROVADO
3449,6,0.9,APROVADO
3450,16,0.73,REPROVADO
3451,14,0.77,APROVADO
3452,4,0.93,APROVADO
3453,11,0.82,APROVADO
3454,11,0.82,APROVADO
3455,13,0.78,APROVADO
3456,2,0.97,APROVADO
3457,2,0.97,APROVADO
3458,1,0.98,APROVADO
3459,5,0.92,APROVADO
3460,17,0.72,REPROVADO
3461,14,0.77,APROVADO
3462,1,0.98,APROVADO
3463,1,0.98,REPROVADO
3464,1,0.98,APROVADO
3465,8,0.87,APROVADO
3466,5,0.92,APROVADO
3467,5,0.92,APROVADO
3468,5,0.92,APROVADO
3469,12,0.8,APROVADO
3470,4,0.93,APROVADO
3471,1,0.98,APROVADO
3472,3,0.95,APROVADO
3473,0,1.0,REPROVADO
3474,1,0.98,APROVADO
3475,12,0.8,APROVADO
3476,18,0.7,REPROVADO
3477,3,0.95,APROVADO
3478,5,0.92,APROVADO
3479,11,0.82,APROVADO
3480,6,0.9,APROVADO
3481,0,1.0,APROVADO
3482,1,0.98,APROVADO
3483,5,0.92,APROVADO
3484,5,0.92,APROVADO
3485,10,0.83,APROVADO
3486,0,1.0,APROVADO
3487,7,0.88,APROVADO
3488,0,1.0,APROVADO
3489,32,0.47,REPROVADO
3490,5,0.92,APROVADO
3491,0,1.0,APROVADO
3492,3,0.95,APROVADO
3493,4,0.93,APROVADO
3494,9,0.85,APROVADO
3495,4,0.93,REPROVADO
3496,14,0.77,APROVADO
3497,8,0.87,APROVADO
3498,8,0.87,APROVADO
3499,5,0.92,APROVADO
3500,13,0.78,APROVADO
3501,8,0.87,REPROVADO
3502,1,0.98,APROVADO
3503,4,0.93,REPROVADO
3504,3,0.95,APROVADO
3505,11,0.82,APROVADO
3506,2,0.97,APROVADO
3507,3,0.95,APROVADO
3508,5,0.92,APROVADO
3509,14,0.77,APROVADO
3510,18,0.7,REPROVADO
3511,36,0.4,REPROVADO
3512,1,0.98,APROVADO
3513,2,0.97,APROVADO
3514,4,0.93,REPROVADO
3515,2,0.97,APROVADO
3516,24,0.6,REPROVADO
3517,14,0.77,APROVADO
3518,5,0.92,REPROVADO
3519,3,0.95,APROVADO
3520,9,0.85,APROVADO
3521,9,0.85,REPROVADO
3522,4,0.93,APROVADO
3523,2,0.97,APROVADO
3524,10,0.83,APROVADO
3525,14,0.77,APROVADO
3526,3,0.95,REPROVADO
3527,5,0.92,APROVADO
3528,0,1.0,APROVADO
3529,1,0.98,APROVADO
3530,3,0.95,APROVADO
3531,5,0.92,APROVADO
3532,13,0.78,APROVADO
3533,0,1.0,APROVADO
3534,8,0.87,APROVADO
3535,13,0.78,APROVADO
3536,4,0.93,APROVADO
3537,13,0.78,APROVADO
3538,2,0.97,APROVADO
3539,12,0.8,APROVADO
3540,2,0.97,REPROVADO
3541,1,0.98,APROVADO
3542,1,0.98,APROVADO
3543,8,0.87,APROVADO
3544,1,0.98,APROVADO
3545,0,1.0,REPROVADO
3546,7,0.88,APROVADO
3547,1,0.98,APROVADO
3548,15,0.75,APROVADO
3549,1,0.98,APROVADO
3550,12,0.8,APROVADO
3551,8,0.87,APROVADO
3552,5,0.92,REPROVADO
3553,12,0.8,APROVADO
3554,2,0.97,APROVADO
3555,3,0.95,APROVADO
3556,0,1.0,REPROVADO
3557,0,1.0,APROVADO
3558,7,0.88,APROVADO
3559,15,0.75,APROVADO
3560,4,0.93,APROVADO
3561,21,0.65,REPROVADO
3562,10,0.83,APROVADO
3563,15,0.75,APROVADO
3564,5,0.92,APROVADO
3565,37,0.38,REPROVADO
3566,2,0.97,APROVADO
3567,1,0.98,APROVADO
3568,0,1.0,APROVADO
3569,0,1.0,APROVADO
3570,37,0.38,REPROVADO
3571,3,0.95,APROVADO
3572,0,1.0,APROVADO
3573,13,0.78,APROVADO
3574,2,0.97,APROVADO
3575,1,0.98,APROVADO
3576,21,0.65,REPROVADO
3577,22,0.63,REPROVADO
3578,0,1.0,APROVADO
3579,4,0.93,APROVADO
3580,3,0.95,APROVADO
3581,5,0.92,APROVADO
3582,37,0.38,REPROVADO
3583,1,0.98,APROVADO
3584,5,0.92,APROVADO
3585,33,0.45,REPROVADO
3586,15,0.75,APROVADO
3587,2,0.97,APROVADO
3588,1,0.98,REPROVADO
3589,40,0.33,REPROVADO
3590,4,0.93,APROVADO
3591,3,0.95,APROVADO
3592,0,1.0,APROVADO
3593,5,0.92,APROVADO
3594,9,0.85,APROVADO
3595,1,0.98,REPROVADO
3596,10,0.83,APROVADO
3597,8,0.87,APROVADO
3598,0,1.0,REPROVADO
3599,4,0.93,APROVADO
3600,2,0.97,REPROVADO
3601,20,0.67,REPROVADO
3602,11,0.82,APROVADO
3603,6,0.9,APROVADO
3604,19,0.68,REPROVADO
3605,1,0.98,APROVADO
3606,5,0.92,APROVADO
3607,4,0.93,REPROVADO
3608,3,0.95,APROVADO
3609,4,0.93,APROVADO
3610,2,0.97,APROVADO
3611,2,0.97,APROVADO
3612,15,0.75,APROVADO
3613,5,0.92,APROVADO
3614,2,0.97,APROVADO
3615,0,1.0,APROVADO
3616,3,0.95,APROVADO
3617,5,0.92,REPROVADO
3618,2,0.97,APROVADO
3619,12,0.8,APROVADO
3620,3,0.95,APROVADO
3621,37,0.38,REPROVADO
3622,1,0.98,APROVADO
3623,5,0.92,APROVADO
3624,2,0.97,APROVADO
3625,6,0.9,APROVADO
3626,1,0.98,APROVADO
3627,16,0.73,REPROVADO
3628,4,0.93,APROVADO
3629,8,0.87,APROVADO
3630,9,0.85,APROVADO
3631,5,0.92,APROVADO
3632,12,0.8,APROVADO
3633,0,1.0,APROVADO
3634,15,0.75,APROVADO
3635,0,1.0,APROVADO
3636,9,0.85,APROVADO
3637,32,0.47,REPROVADO
3638,12,0.8,APROVADO
3639,4,0.93,APROVADO
3640,7,0.88,APROVADO
3641,20,0.67,REPROVADO
3642,7,0.88,APROVADO
3643,12,0.8,APROVADO
3644,0,1.0,APROVADO
3645,5,0.92,APROVADO
3646,5,0.92,APROVADO
3647,20,0.67,REPROVADO
3648,5,0.92,REPROVADO
3649,5,0.92,APROVADO
3650,14,0.77,APROVADO
3651,2,0.97,APROVADO
3652,2,0.97,REPROVADO
3653,14,0.77,APROVADO
3654,4,0.93,APROVADO
3655,3,0.95,APROVADO
3656,32,0.47,REPROVADO
3657,8,0.87,APROVADO
3658,2,0.97,APROVADO
3659,3,0.95,APROVADO
3660,5,0.92,APROVADO
3661,5,0.92,APROVADO
3662,1,0.98,APROVADO
3663,9,0.85,APROVADO
3664,1,0.98,REPROVADO
3665,4,0.93,APROVADO
3666,15,0.75,APROVADO
3667,3,0.95,APROVADO
3668,1,0.98,APROVADO
3669,17,0.72,REPROVADO
3670,5,0.92,APROVADO
3671,2,0.97,REPROVADO
3672,7,0.88,APROVADO
3673,1,0.98,APROVADO
3674,3,0.95,APROVADO
3675,0,1.0,APROVADO
3676,5,0.92,APROVADO
3677,14,0.77,APROVADO
3678,3,0.95,APROVADO
3679,2,0.97,REPROVADO
3680,2,0.97,REPROVADO
3681,15,0.75,APROVADO
3682,3,0.95,APROVADO
3683,1,0.98,APROVADO
3684,2,0.97,APROVADO
3685,2,0.97,APROVADO
3686,3,0.95,APROVADO
3687,5,0.92,APROVADO
3688,0,1.0,APROVADO
3689,0,1.0,APROVADO
3690,1,0.98,APROVADO
3691,0,1.0,APROVADO
3692,24,0.6,REPROVADO
3693,5,0.92,APROVADO
3694,3,0.95,APROVADO
3695,2,0.97,APROVADO
3696,15,0.75,APROVADO
3697,15,0.75,APROVADO
3698,3,0.95,APROVADO
3699,13,0.78,APROVADO
3700,37,0.38,REPROVADO
3701,3,0.95,APROVADO
3702,0,1.0,APROVADO
3703,4,0.93,APROVADO
3704,2,0.97,REPROVADO
3705,6,0.9,APROVADO
3706,6,0.9,REPROVADO
3707,1,0.98,APROVADO
3708,5,0.92,APROVADO
3709,4,0.93,REPROVADO
3710,22,0.63,REPROVADO
3711,3,0.95,APROVADO
3712,39,0.35,REPROVADO
3713,6,0.9,APROVADO
3714,10,0.83,APROVADO
3715,33,0.45,REPROVADO
3716,4,0.93,APROVADO
3717,10,0.83,APROVADO
3718,3,0.95,APROVADO
3719,3,0.95,APROVADO
3720,9,0.85,APROVADO
3721,2,0.97,APROVADO
3722,4,0.93,REPROVADO
3723,3,0.95,APROVADO
3724,3,0.95,APROVADO
3725,6,0.9,APROVADO
3726,0,1.0,APROVADO
3727,3,0.95,APROVADO
3728,2,0.97,APROVADO
3729,20,0.67,REPROVADO
3730,3,0.95,APROVADO
3731,6,0.9,APROVADO
3732,9,0.85,APROVADO
3733,26,0.57,REPROVADO
3734,2,0.97,APROVADO
3735,26,0.57,REPROVADO
3736,4,0.93,APROVADO
3737,0,1.0,APROVADO
3738,2,0.97,APROVADO
3739,0,1.0,APROVADO
3740,9,0.85,APROVADO
3741,15,0.75,APROVADO
3742,2,0.97,APROVADO
3743,4,0.93,REPROVADO
3744,0,1.0,APROVADO
3745,15,0.75,APROVADO
3746,3,0.95,APROVADO
3747,5,0.92,REPROVADO
3748,13,0.78,APROVADO
3749,3,0.95,APROVADO
3750,0,1.0,APROVADO
3751,1,0.98,APROVADO
3752,0,1.0,APROVADO
3753,2,0.97,REPROVADO
3754,30,0.5,REPROVADO
3755,33,0.45,REPROVADO
3756,7,0.88,APROVADO
3757,14,0.77,APROVADO
3758,11,0.82,APROVADO
3759,2,0.97,APROVADO
3760,9,0.85,REPROVADO
3761,14,0.77,APROVADO
3762,1,0.98,APROVADO
3763,5,0.92,APROVADO
3764,36,0.4,REPROVADO
3765,7,0.88,APROVADO
3766,5,0.92,APROVADO
3767,2,0.97,APROVADO
3768,1,0.98,REPROVADO
3769,4,0.93,APROVADO
3770,5,0.92,APROVADO
3771,20,0.67,REPROVADO
3772,14,0.77,APROVADO
3773,40,0.33,REPROVADO
3774,7,0.88,APROVADO
3775,0,1.0,APROVADO
3776,32,0.47,REPROVADO
3777,27,0.55,REPROVADO
3778,5,0.92,APROVADO
3779,5,0.92,APROVADO
3780,15,0.75,APROVADO
3781,1,0.98,REPROVADO
3782,6,0.9,APROVADO
3783,12,0.8,APROVADO
3784,2,0.97,REPROVADO
3785,2,0.97,APROVADO
3786,7,0.88,APROVADO
3787,1,0.98,APROVADO
3788,4,0.93,REPROVADO
3789,4,0.93,APROVADO
3790,4,0.93,APROVADO
3791,1,0.98,APROVADO
3792,15,0.75,APROVADO
3793,1,0.98,APROVADO
3794,11,0.82,APROVADO
3795,5,0.92,APROVADO
3796,6,0.9,APROVADO
3797,10,0.83,APROVADO
3798,4,0.93,APROVADO
3799,3,0.95,APROVADO
3800,11,0.82,APROVADO
3801,1,0.98,APROVADO
3802,1,0.98,REPROVADO
3803,5,0.92,APROVADO
3804,10,0.83,APROVADO
3805,25,0.58,REPROVADO
3806,37,0.38,REPROVADO
3807,4,0.93,APROVADO
3808,8,0.87,REPROVADO
3809,11,0.82,APROVADO
3810,2,0.97,REPROVADO
3811,5,0.92,APROVADO
3812,3,0.95,APROVADO
3813,6,0.9,APROVADO
3814,2,0.97,APROVADO
3815,5,0.92,APROVADO
3816,2,0.97,REPROVADO
3817,3,0.95,APROVADO
3818,3,0.95,APROVADO
3819,38,0.37,REPROVADO
3820,2,0.97,APROVADO
3821,3,0.95,APROVADO
3822,13,0.78,APROVADO
3823,0,1.0,APROVADO
3824,4,0.93,REPROVADO
3825,13,0.78,APROVADO
3826,15,0.75,APROVADO
3827,13,0.78,APROVADO
3828,6,0.9,APROVADO
3829,8,0.87,APROVADO
3830,4,0.93,REPROVADO
3831,13,0.78,APROVADO
3832,38,0.37,REPROVADO
3833,1,0.98,APROVADO
3834,2,0.97,APROVADO
3835,3,0.95,APROVADO
3836,9,0.85,APROVADO
3837,2,0.97,APROVADO
3838,2,0.97,APROVADO
3839,5,0.92,APROVADO
3840,5,0.92,APROVADO
3841,12,0.8,REPROVADO
3842,1,0.98,APROVADO
3843,3,0.95,APROVADO
3844,10,0.83,APROVADO
3845,1,0.98,APROVADO
3846,8,0.87,APROVADO
3847,2,0.97,APROVADO
3848,2,0.97,APROVADO
3849,3,0.95,APROVADO
3850,5,0.92,APROVADO
3851,0,1.0,APROVADO
3852,15,0.75,APROVADO
3853,12,0.8,APROVADO
3854,19,0.68,REPROVADO
3855,3,0.95,APROVADO
3856,15,0.75,APROVADO
3857,15,0.75,APROVADO
3858,5,0.92,APROVADO
3859,1,0.98,APROVADO
3860,1,0.98,APROVADO
3861,15,0.75,APROVADO
3862,5,0.92,APROVADO
3863,3,0.95,APROVADO
3864,0,1.0,APROVADO
3865,30,0.5,REPROVADO
3866,10,0.83,APROVADO
3867,5,0.92,APROVADO
3868,8,0.87,APROVADO
3869,0,1.0,APROVADO
3870,3,0.95,APROVADO
