id_matricula_disciplina,faltas_totais,frequencia,situacao_final
2350,2,0.97,APROVADO
2351,26,0.57,REPROVADO
2352,13,0.78,APROVADO
2353,3,0.95,APROVADO
2354,0,1.0,APROVADO
2355,2,0.97,APROVADO
2356,10,0.83,APROVADO
2357,2,0.97,APROVADO
2358,5,0.92,REPROVADO
2359,15,0.75,APROVADO
2360,7,0.88,APROVADO
2361,9,0.85,APROVADO
2362,1,0.98,APROVADO
2363,13,0.78,APROVADO
2364,1,0.98,APROVADO
2365,3,0.95,REPROVADO
2366,0,1.0,APROVADO
2367,3,0.95,APROVADO
2368,0,1.0,APROVADO
2369,1,0.98,APROVADO
2370,15,0.75,APROVADO
2371,8,0.87,APROVADO
2372,21,0.65,REPROVADO
2373,6,0.9,APROVADO
2374,4,0.93,APROVADO
2375,3,0.95,APROVADO
2376,3,0.95,APROVADO
2377,0,1.0,APROVADO
2378,3,0.95,APROVADO
2379,4,0.93,APROVADO
2380,3,0.95,APROVADO
2381,5,0.92,APROVADO
2382,1,0.98,APROVADO
2383,6,0.9,APROVADO
2384,7,0.88,APROVADO
2385,2,0.97,APROVADO
2386,4,0.93,APROVADO
2387,5,0.92,APROVADO
2388,21,0.65,REPROVADO
2389,4,0.93,APROVADO
2390,12,0.8,APROVADO
2391,3,0.95,APROVADO
2392,6,0.9,APROVADO
2393,13,0.78,APROVADO
2394,2,0.97,APROVADO
2395,1,0.98,APROVADO
2396,1,0.98,APROVADO
2397,10,0.83,APROVADO
2398,13,0.78,APROVADO
2399,5,0.92,REPROVADO
2400,5,0.92,APROVADO
2401,0,1.0,APROVADO
2402,4,0.93,APROVADO
2403,7,0.88,APROVADO
2404,4,0.93,APROVADO
2405,7,0.88,APROVADO
2406,3,0.95,APROVADO
2407,2,0.97,APROVADO
2408,1,0.98,APROVADO
2409,15,0.75,APROVADO
2410,4,0.93,APROVADO
2411,1,0.98,APROVADO
2412,5,0.92,APROVADO
2413,5,0.92,APROVADO
2414,3,0.95,APROVADO
2415,2,0.97,APROVADO
2416,21,0.65,REPROVADO
2417,15,0.75,APROVADO
2418,3,0.95,APROVADO
2419,5,0.92,REPROVADO
2420,3,0.95,APROVADO
2421,1,0.98,APROVADO
2422,4,0.93,APROVADO
2423,1,0.98,APROVADO
2424,0,1.0,REPROVADO
2425,1,0.98,APROVADO
2426,1,0.98,APROVADO
2427,6,0.9,APROVADO
2428,5,0.92,REPROVADO
2429,9,0.85,APROVADO
2430,2,0.97,APROVADO
2431,10,0.83,APROVADO
2432,2,0.97,APROVADO
2433,0,1.0,APROVADO
2434,9,0.85,REPROVADO
2435,4,0.93,APROVADO
2436,1,0.98,APROVADO
2437,8,0.87,APROVADO
2438,1,0.98,APROVADO
2439,4,0.93,APROVADO
2440,4,0.93,APROVADO
2441,13,0.78,APROVADO
2442,10,0.83,APROVADO
2443,5,0.92,APROVADO
2444,0,1.0,APROVADO
2445,3,0.95,APROVADO
2446,12,0.8,APROVADO
2447,1,0.98,APROVADO
2448,1,0.98,REPROVADO
2449,10,0.83,APROVADO
2450,3,0.95,APROVADO
2451,5,0.92,APROVADO
2452,12,0.8,APROVADO
2453,15,0.75,APROVADO
2454,2,0.97,APROVADO
2455,5,0.92,APROVADO
2456,23,0.62,REPROVADO
2457,0,1.0,REPROVADO
2458,3,0.95,APROVADO
2459,2,0.97,APROVADO
2460,5,0.92,APROVADO
2461,13,0.78,APROVADO
2462,12,0.8,APROVADO
2463,1,0.98,APROVADO
2464,5,0.92,APROVADO
2465,1,0.98,APROVADO
2466,2,0.97,APROVADO
2467,38,0.37,REPROVADO
2468,4,0.93,REPROVADO
2469,2,0.97,APROVADO
2470,40,0.33,REPROVADO
2471,6,0.9,APROVADO
2472,1,0.98,APROVADO
2473,10,0.83,APROVADO
2474,2,0.97,APROVADO
2475,6,0.9,APROVADO
2476,5,0.92,APROVADO
2477,0,1.0,APROVADO
2478,40,0.33,REPROVADO
2479,5,0.92,APROVADO
2480,4,0.93,APROVADO
2481,3,0.95,APROVADO
2482,5,0.92,REPROVADO
2483,2,0.97,APROVADO
2484,0,1.0,APROVADO
2485,9,0.85,APROVADO
2486,3,0.95,APROVADO
2487,3,0.95,REPROVADO
2488,5,0.92,APROVADO
2489,9,0.85,APROVADO
2490,14,0.77,APROVADO
2491,9,0.85,REPROVADO
2492,5,0.92,APROVADO
2493,11,0.82,APROVADO
2494,4,0.93,APROVADO
2495,5,0.92,APROVADO
2496,6,0.9,APROVADO
2497,3,0.95,APROVADO
2498,13,0.78,APROVADO
2499,11,0.82,APROVADO
2500,3,0.95,APROVADO
2501,1,0.98,APROVADO
2502,11,0.82,APROVADO
2503,22,0.63,REPROVADO
2504,4,0.93,APROVADO
2505,0,1.0,APROVADO
2506,25,0.58,REPROVADO
2507,8,0.87,APROVADO
2508,2,0.97,APROVADO
2509,1,0.98,APROVADO
2510,14,0.77,APROVADO
2511,9,0.85,APROVADO
2512,0,1.0,APROVADO
2513,8,0.87,APROVADO
2514,8,0.87,APROVADO
2515,0,1.0,REPROVADO
2516,1,0.98,REPROVADO
2517,1,0.98,APROVADO
2518,2,0.97,APROVADO
2519,2,0.97,APROVADO
2520,24,0.6,REPROVADO
2521,11,0.82,APROVADO
2522,0,1.0,APROVADO
2523,4,0.93,APROVADO
2524,27,0.55,REPROVADO
2525,20,0.67,REPROVADO
2526,0,1.0,APROVADO
2527,2,0.97,APROVADO
2528,14,0.77,APROVADO
2529,13,0.78,APROVADO
2530,5,0.92,APROVADO
2531,15,0.75,APROVADO
2532,7,0.88,APROVADO
2533,0,1.0,APROVADO
2534,9,0.85,APROVADO
2535,1,0.98,APROVADO
2536,0,1.0,REPROVADO
2537,3,0.95,APROVADO
2538,3,0.95,APROVADO
2539,13,0.78,REPROVADO
2540,0,1.0,APROVADO
2541,4,0.93,APROVADO
2542,13,0.78,APROVADO
2543,25,0.58,REPROVADO
2544,1,0.98,REPROVADO
2545,15,0.75,APROVADO
2546,0,1.0,APROVADO
2547,5,0.92,APROVADO
2548,1,0.98,APROVADO
2549,11,0.82,APROVADO
2550,3,0.95,APROVADO
2551,0,1.0,APROVADO
2552,10,0.83,APROVADO
2553,31,0.48,REPROVADO
2554,3,0.95,APROVADO
2555,31,0.48,REPROVADO
2556,10,0.83,APROVADO
2557,4,0.93,APROVADO
2558,28,0.53,REPROVADO
2559,2,0.97,APROVADO
2560,10,0.83,APROVADO
2561,5,0.92,APROVADO
2562,2,0.97,APROVADO
2563,38,0.37,REPROVADO
2564,1,0.98,APROVADO
2565,2,0.97,APROVADO
2566,1,0.98,APROVADO
2567,3,0.95,APROVADO
2568,4,0.93,APROVADO
2569,6,0.9,REPROVADO
2570,1,0.98,APROVADO
2571,1,0.98,APROVADO
2572,7,0.88,APROVADO
2573,5,0.92,APROVADO
2574,15,0.75,APROVADO
2575,6,0.9,APROVADO
2576,4,0.93,APROVADO
2577,30,0.5,REPROVADO
2578,1,0.98,APROVADO
2579,5,0.92,APROVADO
2580,0,1.0,APROVADO
2581,28,0.53,REPROVADO
2582,1,0.98,APROVADO
2583,29,0.52,REPROVADO
2584,3,0.95,APROVADO
2585,5,0.92,APROVADO
2586,5,0.92,APROVADO
2587,36,0.4,REPROVADO
2588,4,0.93,APROVADO
2589,7,0.88,APROVADO
2590,2,0.97,APROVADO
2591,2,0.97,APROVADO
2592,4,0.93,APROVADO
2593,0,1.0,APROVADO
2594,0,1.0,REPROVADO
2595,4,0.93,APROVADO
2596,15,0.75,APROVADO
2597,4,0.93,APROVADO
2598,0,1.0,APROVADO
2599,20,0.67,REPROVADO
2600,9,0.85,APROVADO
2601,0,1.0,APROVADO
2602,7,0.88,APROVADO
2603,2,0.97,REPROVADO
2604,2,0.97,REPROVADO
2605,9,0.85,APROVADO
2606,14,0.77,APROVADO
2607,4,0.93,APROVADO
2608,9,0.85,REPROVADO
2609,11,0.82,APROVADO
2610,1,0.98,APROVADO
2611,3,0.95,APROVADO
2612,1,0.98,REPROVADO
2613,6,0.9,REPROVADO
2614,4,0.93,APROVADO
2615,3,0.95,REPROVADO
2616,35,0.42,REPROVADO
2617,1,0.98,APROVADO
2618,3,0.95,APROVADO
2619,9,0.85,APROVADO
2620,6,0.9,APROVADO
2621,3,0.95,APROVADO
2622,5,0.92,APROVADO
2623,2,0.97,REPROVADO
2624,16,0.73,REPROVADO
2625,37,0.38,REPROVADO
2626,14,0.77,APROVADO
2627,18,0.7,REPROVADO
2628,21,0.65,REPROVADO
2629,13,0.78,REPROVADO
2630,4,0.93,APROVADO
2631,4,0.93,APROVADO
2632,5,0.92,APROVADO
2633,14,0.77,APROVADO
2634,6,0.9,APROVADO
2635,1,0.98,REPROVADO
2636,13,0.78,APROVADO
2637,1,0.98,REPROVADO
2638,12,0.8,APROVADO
2639,12,0.8,REPROVADO
2640,10,0.83,APROVADO
2641,3,0.95,APROVADO
2642,21,0.65,REPROVADO
2643,4,0.93,APROVADO
2644,10,0.83,APROVADO
2645,4,0.93,APROVADO
2646,6,0.9,APROVADO
2647,8,0.87,APROVADO
2648,40,0.33,REPROVADO
2649,2,0.97,APROVADO
2650,4,0.93,APROVADO
2651,4,0.93,APROVADO
2652,2,0.97,APROVADO
2653,32,0.47,REPROVADO
2654,5,0.92,APROVADO
2655,3,0.95,APROVADO
2656,3,0.95,APROVADO
2657,34,0.43,REPROVADO
2658,2,0.97,APROVADO
2659,4,0.93,APROVADO
2660,14,0.77,REPROVADO
2661,12,0.8,REPROVADO
2662,25,0.58,REPROVADO
2663,3,0.95,APROVADO
2664,37,0.38,REPROVADO
2665,40,0.33,REPROVADO
2666,11,0.82,APROVADO
2667,5,0.92,APROVADO
2668,13,0.78,APROVADO
2669,10,0.83,APROVADO
2670,1,0.98,APROVADO
2671,2,0.97,REPROVADO
2672,0,1.0,REPROVADO
2673,3,0.95,APROVADO
2674,40,0.33,REPROVADO
2675,31,0.48,REPROVADO
2676,15,0.75,APROVADO
2677,15,0.75,APROVADO
2678,12,0.8,APROVADO
2679,12,0.8,REPROVADO
2680,5,0.92,APROVADO
2681,4,0.93,APROVADO
2682,0,1.0,APROVADO
2683,2,0.97,APROVADO
2684,2,0.97,APROVADO
2685,5,0.92,APROVADO
2686,4,0.93,APROVADO
2687,13,0.78,APROVADO
2688,1,0.98,APROVADO
2689,3,0.95,APROVADO
2690,10,0.83,APROVADO
2691,1,0.98,APROVADO
2692,0,1.0,REPROVADO
2693,1,0.98,APROVADO
2694,6,0.9,APROVADO
2695,13,0.78,APROVADO
2696,5,0.92,REPROVADO
2697,0,1.0,APROVADO
2698,5,0.92,APROVADO
2699,6,0.9,APROVADO
2700,3,0.95,REPROVADO
2701,12,0.8,APROVADO
2702,4,0.93,REPROVADO
2703,40,0.33,REPROVADO
2704,4,0.93,REPROVADO
2705,7,0.88,APROVADO
2706,8,0.87,APROVADO
2707,0,1.0,APROVADO
2708,27,0.55,REPROVADO
2709,6,0.9,APROVADO
2710,15,0.75,APROVADO
2711,2,0.97,REPROVADO
2712,6,0.9,APROVADO
2713,4,0.93,APROVADO
2714,0,1.0,APROVADO
2715,4,0.93,APROVADO
2716,0,1.0,APROVADO
2717,6,0.9,APROVADO
2718,4,0.93,APROVADO
2719,6,0.9,APROVADO
2720,1,0.98,APROVADO
2721,4,0.93,APROVADO
2722,2,0.97,APROVADO
2723,14,0.77,APROVADO
2724,1,0.98,APROVADO
2725,5,0.92,APROVADO
2726,4,0.93,APROVADO
2727,0,1.0,APROVADO
2728,9,0.85,APROVADO
2729,3,0.95,APROVADO
2730,14,0.77,APROVADO
2731,1,0.98,APROVADO
2732,0,1.0,APROVADO
2733,27,0.55,REPROVADO
2734,6,0.9,APROVADO
2735,0,1.0,APROVADO
2736,0,1.0,APROVADO
2737,13,0.78,APROVADO
2738,7,0.88,APROVADO
2739,5,0.92,APROVADO
2740,15,0.75,APROVADO
2741,15,0.75,APROVADO
2742,14,0.77,APROVADO
2743,14,0.77,APROVADO
2744,40,0.33,REPROVADO
2745,8,0.87,APROVADO
2746,3,0.95,APROVADO
2747,1,0.98,APROVADO
2748,2,0.97,APROVADO
2749,11,0.82,APROVADO
2750,10,0.83,APROVADO
2751,2,0.97,APROVADO
2752,7,0.88,REPROVADO
2753,12,0.8,APROVADO
2754,0,1.0,APROVADO
2755,1,0.98,APROVADO
2756,8,0.87,APROVADO
2757,15,0.75,APROVADO
2758,6,0.9,APROVADO
2759,5,0.92,REPROVADO
2760,1,0.98,APROVADO
2761,2,0.97,REPROVADO
2762,0,1.0,APROVADO
2763,11,0.82,APROVADO
2764,3,0.95,APROVADO
2765,5,0.92,APROVADO
2766,9,0.85,APROVADO
2767,7,0.88,APROVADO
2768,4,0.93,APROVADO
2769,2,0.97,APROVADO
2770,12,0.8,APROVADO
2771,0,1.0,APROVADO
2772,12,0.8,APROVADO
2773,4,0.93,APROVADO
2774,13,0.78,APROVADO
2775,4,0.93,REPROVADO
2776,5,0.92,APROVADO
2777,7,0.88,APROVADO
2778,3,0.95,APROVADO
2779,7,0.88,APROVADO
2780,34,0.43,REPROVADO
2781,2,0.97,APROVADO
2782,2,0.97,APROVADO
2783,14,0.77,APROVADO
2784,2,0.97,REPROVADO
2785,7,0.88,APROVADO
2786,2,0.97,APROVADO
2787,4,0.93,APROVADO
2788,13,0.78,APROVADO
2789,8,0.87,APROVADO
2790,27,0.55,REPROVADO
2791,5,0.92,APROVADO
2792,16,0.73,REPROVADO
2793,0,1.0,APROVADO
2794,4,0.93,APROVADO
2795,11,0.82,APROVADO
2796,4,0.93,APROVADO
2797,3,0.95,REPROVADO
2798,3,0.95,APROVADO
2799,0,1.0,APROVADO
2800,2,0.97,APROVADO
2801,2,0.97,APROVADO
2802,3,0.95,APROVADO
2803,3,0.95,APROVADO
2804,25,0.58,REPROVADO
2805,12,0.8,APROVADO
2806,4,0.93,APROVADO
2807,1,0.98,APROVADO
2808,12,0.8,APROVADO
2809,22,0.63,REPROVADO
2810,13,0.78,APROVADO
2811,1,0.98,APROVADO
2812,19,0.68,REPROVADO
2813,5,0.92,APROVADO
2814,0,1.0,APROVADO
2815,30,0.5,REPROVADO
2816,1,0.98,APROVADO
2817,25,0.58,REPROVADO
2818,2,0.97,APROVADO
2819,18,0.7,REPROVADO
2820,1,0.98,REPROVADO
2821,23,0.62,REPROVADO
2822,4,0.93,APROVADO
2823,7,0.88,APROVADO
2824,12,0.8,APROVADO
2825,1,0.98,APROVADO
2826,15,0.75,APROVADO
2827,1,0.98,APROVADO
2828,11,0.82,APROVADO
2829,4,0.93,REPROVADO
2830,5,0.92,APROVADO
2831,2,0.97,APROVADO
2832,4,0.93,REPROVADO
2833,2,0.97,APROVADO
2834,7,0.88,APROVADO
2835,10,0.83,APROVADO
2836,8,0.87,REPROVADO
2837,2,0.97,APROVADO
2838,11,0.82,REPROVADO
2839,5,0.92,REPROVADO
2840,1,0.98,REPROVADO
2841,15,0.75,APROVADO
2842,15,0.75,APROVADO
2843,15,0.75,APROVADO
2844,3,0.95,APROVADO
2845,4,0.93,APROVADO
2846,4,0.93,APROVADO
2847,4,0.93,APROVADO
2848,3,0.95,APROVADO
2849,3,0.95,APROVADO
2850,14,0.77,APROVADO
2851,14,0.77,APROVADO
2852,1,0.98,APROVADO
2853,3,0.95,APROVADO
2854,0,1.0,APROVADO
2855,0,1.0,APROVADO
2856,8,0.87,APROVADO
2857,7,0.88,APROVADO
2858,0,1.0,APROVADO
2859,2,0.97,APROVADO
2860,4,0.93,APROVADO
2861,12,0.8,APROVADO
2862,0,1.0,APROVADO
2863,1,0.98,APROVADO
2864,12,0.8,APROVADO
2865,5,0.92,APROVADO
2866,1,0.98,APROVADO
2867,5,0.92,APROVADO
2868,30,0.5,REPROVADO
2869,13,0.78,APROVADO
2870,1,0.98,APROVADO
2871,4,0.93,REPROVADO
2872,10,0.83,APROVADO
2873,0,1.0,APROVADO
2874,15,0.75,APROVADO
2875,3,0.95,APROVADO
2876,0,1.0,APROVADO
2877,9,0.85,APROVADO
2878,4,0.93,APROVADO
2879,11,0.82,APROVADO
2880,2,0.97,APROVADO
2881,8,0.87,APROVADO
2882,2,0.97,APROVADO
2883,5,0.92,APROVADO
2884,12,0.8,APROVADO
2885,15,0.75,APROVADO
2886,0,1.0,APROVADO
2887,4,0.93,APROVADO
2888,1,0.98,APROVADO
2889,4,0.93,APROVADO
2890,14,0.77,APROVADO
2891,0,1.0,APROVADO
2892,7,0.88,APROVADO
2893,3,0.95,APROVADO
2894,3,0.95,APROVADO
2895,28,0.53,REPROVADO
2896,9,0.85,APROVADO
2897,4,0.93,APROVADO
2898,27,0.55,REPROVADO
2899,8,0.87,REPROVADO
2900,8,0.87,APROVADO
2901,3,0.95,APROVADO
2902,5,0.92,APROVADO
2903,1,0.98,APROVADO
2904,5,0.92,APROVADO
2905,1,0.98,APROVADO
2906,3,0.95,APROVADO
2907,4,0.93,APROVADO
2908,5,0.92,REPROVADO
2909,3,0.95,APROVADO
2910,1,0.98,APROVADO
2911,15,0.75,APROVADO
2912,2,0.97,APROVADO
2913,3,0.95,REPROVADO
2914,9,0.85,APROVADO
2915,14,0.77,APROVADO
2916,27,0.55,REPROVADO
2917,5,0.92,APROVADO
2918,6,0.9,REPROVADO
2919,4,0.93,APROVADO
2920,2,0.97,APROVADO
2921,0,1.0,APROVADO
2922,0,1.0,APROVADO
2923,3,0.95,APROVADO
2924,2,0.97,APROVADO
2925,4,0.93,APROVADO
2926,6,0.9,APROVADO
2927,22,0.63,REPROVADO
2928,5,0.92,APROVADO
2929,9,0.85,APROVADO
2930,12,0.8,APROVADO
2931,5,0.92,APROVADO
2932,0,1.0,APROVADO
2933,34,0.43,REPROVADO
2934,1,0.98,APROVADO
2935,2,0.97,APROVADO
2936,3,0.95,APROVADO
2937,6,0.9,REPROVADO
2938,6,0.9,APROVADO
2939,13,0.78,APROVADO
2940,9,0.85,APROVADO
2941,1,0.98,APROVADO
2942,19,0.68,REPROVADO
2943,0,1.0,APROVADO
2944,1,0.98,APROVADO
2945,12,0.8,APROVADO
2946,8,0.87,APROVADO
2947,5,0.92,APROVADO
2948,6,0.9,APROVADO
2949,8,0.87,APROVADO
2950,0,1.0,APROVADO
2951,2,0.97,APROVADO
2952,12,0.8,APROVADO
2953,0,1.0,APROVADO
2954,10,0.83,APROVADO
2955,3,0.95,APROVADO
2956,4,0.93,APROVADO
2957,1,0.98,APROVADO
2958,14,0.77,APROVADO
2959,28,0.53,REPROVADO
2960,1,0.98,APROVADO
2961,12,0.8,APROVADO
2962,5,0.92,APROVADO
2963,0,1.0,APROVADO
2964,9,0.85,APROVADO
2965,2,0.97,REPROVADO
2966,2,0.97,REPROVADO
2967,5,0.92,APROVADO
2968,2,0.97,APROVADO
2969,3,0.95,APROVADO
2970,3,0.95,REPROVADO
2971,2,0.97,APROVADO
2972,4,0.93,APROVADO
2973,4,0.93,APROVADO
2974,1,0.98,APROVADO
2975,4,0.93,APROVADO
2976,0,1.0,APROVADO
2977,6,0.9,APROVADO
2978,15,0.75,APROVADO
2979,12,0.8,APROVADO
2980,0,1.0,APROVADO
2981,14,0.77,REPROVADO
2982,2,0.97,APROVADO
2983,14,0.77,REPROVADO
2984,2,0.97,APROVADO
2985,4,0.93,APROVADO
2986,0,1.0,APROVADO
2987,4,0.93,REPROVADO
2988,15,0.75,APROVADO
2989,30,0.5,REPROVADO
2990,2,0.97,APROVADO
2991,3,0.95,APROVADO
2992,11,0.82,APROVADO
2993,15,0.75,APROVADO
2994,3,0.95,APROVADO
2995,1,0.98,APROVADO
2996,3,0.95,APROVADO
2997,2,0.97,APROVADO
2998,10,0.83,APROVADO
2999,0,1.0,APROVADO
3000,14,0.77,APROVADO
3001,0,1.0,APROVADO
3002,2,0.97,APROVADO
3003,7,0.88,APROVADO
3004,11,0.82,APROVADO
3005,6,0.9,APROVADO
3006,18,0.7,REPROVADO
3007,0,1.0,APROVADO
3008,1,0.98,APROVADO
3009,4,0.93,APROVADO
3010,0,1.0,APROVADO
3011,9,0.85,APROVADO
3012,15,0.75,APROVADO
3013,5,0.92,APROVADO
3014,31,0.48,REPROVADO
3015,5,0.92,APROVADO
3016,4,0.93,REPROVADO
3017,1,0.98,APROVADO
3018,38,0.37,REPROVADO
3019,7,0.88,APROVADO
3020,8,0.87,APROVADO
3021,10,0.83,APROVADO
3022,4,0.93,APROVADO
3023,5,0.92,REPROVADO
3024,15,0.75,APROVADO
3025,0,1.0,APROVADO
3026,0,1.0,APROVADO
3027,0,1.0,APROVADO
3028,1,0.98,APROVADO
3029,4,0.93,REPROVADO
3030,1,0.98,APROVADO
3031,12,0.8,APROVADO
3032,15,0.75,APROVADO
3033,1,0.98,APROVADO
3034,2,0.97,REPROVADO
3035,12,0.8,APROVADO
3036,5,0.92,REPROVADO
3037,12,0.8,APROVADO
3038,14,0.77,APROVADO
3039,3,0.95,APROVADO
3040,4,0.93,APROVADO
3041,0,1.0,APROVADO
3042,4,0.93,APROVADO
3043,39,0.35,REPROVADO
3044,0,1.0,APROVADO
3045,1,0.98,APROVADO
3046,9,0.85,APROVADO
3047,1,0.98,APROVADO
3048,0,1.0,APROVADO
3049,2,0.97,APROVADO
3050,5,0.92,APROVADO
3051,3,0.95,APROVADO
3052,2,0.97,APROVADO
3053,12,0.8,APROVADO
3054,5,0.92,APROVADO
3055,3,0.95,APROVADO
3056,14,0.77,APROVADO
3057,3,0.95,APROVADO
3058,4,0.93,APROVADO
3059,2,0.97,APROVADO
3060,30,0.5,REPROVADO
3061,2,0.97,APROVADO
3062,3,0.95,REPROVADO
3063,5,0.92,APROVADO
3064,1,0.98,APROVADO
3065,3,0.95,APROVADO
3066,0,1.0,APROVADO
3067,31,0.48,REPROVADO
3068,2,0.97,APROVADO
3069,10,0.83,APROVADO
3070,4,0.93,APROVADO
3071,4,0.93,APROVADO
3072,3,0.95,APROVADO
3073,3,0.95,APROVADO
3074,12,0.8,APROVADO
3075,13,0.78,APROVADO
3076,11,0.82,APROVADO
3077,2,0.97,APROVADO
3078,10,0.83,APROVADO
3079,2,0.97,APROVADO
3080,12,0.8,APROVADO
3081,13,0.78,REPROVADO
3082,14,0.77,APROVADO
3083,16,0.73,REPROVADO
3084,2,0.97,APROVADO
3085,2,0.97,APROVADO
3086,5,0.92,APROVADO
3087,2,0.97,APROVADO
3088,0,1.0,REPROVADO
3089,32,0.47,REPROVADO
3090,12,0.8,APROVADO
3091,32,0.47,REPROVADO
3092,6,0.9,APROVADO
3093,5,0.92,APROVADO
3094,15,0.75,APROVADO
3095,4,0.93,APROVADO
3096,11,0.82,APROVADO
3097,8,0.87,APROVADO
3098,1,0.98,APROVADO
3099,7,0.88,APROVADO
3100,4,0.93,APROVADO
3101,11,0.82,APROVADO
3102,4,0.93,APROVADO
3103,0,1.0,APROVADO
3104,4,0.93,APROVADO
3105,2,0.97,APROVADO
3106,9,0.85,APROVADO
3107,14,0.77,APROVADO
3108,36,0.4,REPROVADO
3109,2,0.97,APROVADO
3110,12,0.8,APROVADO
3111,0,1.0,APROVADO
3112,10,0.83,APROVADO
3113,1,0.98,APROVADO
3114,33,0.45,REPROVADO
3115,2,0.97,APROVADO
3116,5,0.92,APROVADO
3117,3,0.95,APROVADO
3118,1,0.98,APROVADO
3119,2,0.97,APROVADO
3120,17,0.72,REPROVADO
3121,1,0.98,APROVADO
3122,5,0.92,APROVADO
3123,4,0.93,APROVADO
3124,1,0.98,APROVADO
3125,10,0.83,APROVADO
3126,1,0.98,APROVADO
3127,14,0.77,APROVADO
3128,3,0.95,APROVADO
3129,1,0.98,APROVADO
3130,2,0.97,APROVADO
3131,1,0.98,REPROVADO
3132,1,0.98,APROVADO
3133,0,1.0,APROVADO
3134,4,0.93,APROVADO
3135,12,0.8,APROVADO
3136,2,0.97,APROVADO
3137,39,0.35,REPROVADO
3138,6,0.9,APROVADO
3139,2,0.97,APROVADO
3140,5,0.92,APROVADO
3141,8,0.87,APROVADO
3142,3,0.95,APROVADO
3143,1,0.98,APROVADO
3144,3,0.95,APROVADO
3145,14,0.77,APROVADO
3146,12,0.8,APROVADO
3147,8,0.87,APROVADO
3148,5,0.92,APROVADO
3149,7,0.88,APROVADO
3150,2,0.97,APROVADO
3151,25,0.58,REPROVADO
3152,37,0.38,REPROVADO
3153,3,0.95,REPROVADO
3154,0,1.0,APROVADO
3155,5,0.92,REPROVADO
3156,2,0.97,APROVADO
3157,5,0.92,APROVADO
3158,18,0.7,REPROVADO
3159,2,0.97,APROVADO
3160,14,0.77,APROVADO
3161,4,0.93,APROVADO
3162,1,0.98,REPROVADO
3163,9,0.85,APROVADO
3164,12,0.8,APROVADO
3165,6,0.9,APROVADO
3166,15,0.75,APROVADO
3167,10,0.83,APROVADO
3168,1,0.98,APROVADO
3169,3,0.95,APROVADO
3170,4,0.93,APROVADO
3171,5,0.92,APROVADO
3172,32,0.47,REPROVADO
3173,39,0.35,REPROVADO
3174,2,0.97,APROVADO
3175,23,0.62,REPROVADO
3176,6,0.9,APROVADO
3177,2,0.97,APROVADO
3178,20,0.67,REPROVADO
3179,0,1.0,APROVADO
3180,2,0.97,APROVADO
3181,0,1.0,APROVADO
3182,12,0.8,APROVADO
3183,11,0.82,REPROVADO
3184,1,0.98,APROVADO
3185,0,1.0,APROVADO
3186,15,0.75,REPROVADO
3187,11,0.82,APROVADO
3188,5,0.92,APROVADO
3189,11,0.82,APROVADO
3190,1,0.98,APROVADO
3191,7,0.88,APROVADO
3192,0,1.0,APROVADO
3193,5,0.92,REPROVADO
3194,5,0.92,APROVADO
3195,5,0.92,APROVADO
3196,1,0.98,APROVADO
3197,9,0.85,APROVADO
3198,10,0.83,APROVADO
3199,15,0.75,APROVADO
3200,3,0.95,APROVADO
3201,35,0.42,REPROVADO
3202,0,1.0,APROVADO
3203,5,0.92,APROVADO
3204,14,0.77,APROVADO
3205,0,1.0,APROVADO
3206,5,0.92,APROVADO
3207,0,1.0,REPROVADO
3208,6,0.9,REPROVADO
3209,10,0.83,APROVADO
3210,15,0.75,APROVADO
3211,4,0.93,APROVADO
3212,9,0.85,APROVADO
3213,0,1.0,APROVADO
3214,0,1.0,APROVADO
3215,10,0.83,APROVADO
3216,1,0.98,APROVADO
3217,1,0.98,APROVADO
3218,28,0.53,REPROVADO
3219,3,0.95,APROVADO
3220,4,0.93,APROVADO
3221,1,0.98,APROVADO
3222,12,0.8,APROVADO
3223,4,0.93,APROVADO
3224,15,0.75,APROVADO
3225,7,0.88,APROVADO
3226,4,0.93,APROVADO
3227,4,0.93,APROVADO
3228,3,0.95,APROVADO
3229,0,1.0,APROVADO
3230,4,0.93,APROVADO
3231,28,0.53,REPROVADO
3232,17,0.72,REPROVADO
3233,1,0.98,APROVADO
3234,0,1.0,APROVADO
3235,7,0.88,APROVADO
3236,0,1.0,APROVADO
3237,12,0.8,APROVADO
3238,1,0.98,APROVADO
3239,4,0.93,APROVADO
3240,2,0.97,APROVADO
3241,2,0.97,APROVADO
3242,39,0.35,REPROVADO
3243,13,0.78,APROVADO
3244,12,0.8,REPROVADO
3245,5,0.92,APROVADO
3246,4,0.93,APROVADO
3247,31,0.48,REPROVADO
3248,7,0.88,APROVADO
3249,5,0.92,APROVADO
3250,1,0.98,APROVADO
3251,11,0.82,APROVADO
3252,2,0.97,APROVADO
3253,4,0.93,APROVADO
3254,4,0.93,APROVADO
3255,5,0.92,APROVADO
3256,16,0.73,REPROVADO
3257,10,0.83,APROVADO
3258,3,0.95,APROVADO
3259,0,1.0,APROVADO
3260,5,0.92,REPROVADO
3261,29,0.52,REPROVADO
3262,7,0.88,APROVADO
3263,5,0.92,APROVADO
3264,5,0.92,APROVADO
3265,1,0.98,APROVADO
3266,8,0.87,APROVADO
3267,9,0.85,REPROVADO
3268,4,0.93,APROVADO
