id_registro,id_matricula_disciplina,data_aula,situacao
801,54,2026-01-07,PRESENTE
802,54,2026-01-10,PRESENTE
803,54,2026-01-03,PRESENTE
804,54,2026-01-11,PRESENTE
805,54,2025-12-15,PRESENTE
806,54,2025-12-09,PRESENTE
807,54,2025-12-22,PRESENTE
808,54,2025-12-05,FALTA
809,54,2025-12-10,PRESENTE
810,54,2025-12-26,FALTA
811,55,2025-12-04,PRESENTE
812,55,2026-01-10,PRESENTE
813,55,2026-01-23,PRESENTE
814,55,2026-02-11,FALTA
815,55,2025-12-07,PRESENTE
816,55,2026-02-20,FALTA
817,55,2025-12-21,PRESENTE
818,55,2025-12-11,FALTA
819,55,2026-01-30,PRESENTE
820,55,2025-11-30,PRESENTE
821,55,2025-12-26,PRESENTE
822,55,2026-01-12,FALTA
823,55,2026-02-12,PRESENTE
824,55,2026-02-16,PRESENTE
825,55,2025-12-27,PRESENTE
826,56,2026-01-27,PRESENTE
827,56,2025-12-25,PRESENTE
828,56,2025-12-09,FALTA
829,56,2026-02-15,PRESENTE
830,56,2025-12-14,PRESENTE
831,56,2026-01-05,PRESENTE
832,56,2026-01-11,FALTA
833,56,2026-01-18,PRESENTE
834,56,2025-12-16,PRESENTE
835,56,2026-02-09,PRESENTE
836,56,2026-01-10,PRESENTE
837,56,2026-02-05,PRESENTE
838,56,2026-02-09,FALTA
839,56,2026-02-02,FALTA
840,56,2025-12-11,PRESENTE
841,57,2026-01-10,PRESENTE
842,57,2026-02-05,PRESENTE
843,57,2025-12-01,PRESENTE
844,57,2026-01-04,FALTA
845,57,2025-12-05,PRESENTE
846,57,2026-02-14,FALTA
847,57,2025-12-09,FALTA
848,57,2025-12-20,PRESENTE
849,57,2025-12-19,FALTA
850,57,2026-01-26,PRESENTE
851,57,2026-01-21,PRESENTE
852,57,2025-12-09,PRESENTE
853,57,2025-12-13,PRESENTE
854,57,2025-12-04,PRESENTE
855,57,2026-01-27,FALTA
856,58,2026-01-01,FALTA
857,58,2026-01-28,FALTA
858,58,2026-02-13,PRESENTE
859,58,2025-12-01,PRESENTE
860,58,2025-12-24,FALTA
861,58,2025-12-26,FALTA
862,58,2026-01-04,PRESENTE
863,58,2025-12-07,PRESENTE
864,58,2026-01-18,FALTA
865,58,2026-02-01,PRESENTE
866,58,2025-12-05,PRESENTE
867,58,2026-01-01,PRESENTE
868,58,2026-02-17,PRESENTE
869,58,2026-01-10,PRESENTE
870,58,2026-01-08,PRESENTE
871,59,2026-01-13,FALTA
872,59,2026-01-17,PRESENTE
873,59,2025-12-19,PRESENTE
874,59,2026-02-26,PRESENTE
875,59,2026-01-02,PRESENTE
876,59,2025-12-10,FALTA
877,59,2026-01-21,FALTA
878,59,2026-01-21,FALTA
879,59,2026-02-14,PRESENTE
880,59,2025-12-12,PRESENTE
881,59,2025-12-03,FALTA
882,59,2026-01-20,PRESENTE
883,59,2026-01-23,PRESENTE
884,59,2026-01-13,PRESENTE
885,59,2026-02-25,PRESENTE
886,60,2026-02-09,PRESENTE
887,60,2026-01-21,PRESENTE
888,60,2026-01-08,PRESENTE
889,60,2025-12-13,FALTA
890,60,2026-02-17,PRESENTE
891,60,2025-11-30,FALTA
892,60,2026-01-03,PRESENTE
893,60,2026-02-09,PRESENTE
894,60,2025-12-08,FALTA
895,60,2026-02-03,PRESENTE
896,60,2026-01-29,FALTA
897,60,2025-12-03,PRESENTE
898,60,2025-12-25,FALTA
899,60,2026-01-23,PRESENTE
900,60,2026-02-11,PRESENTE
901,61,2026-02-19,PRESENTE
902,61,2026-01-17,PRESENTE
903,61,2026-01-17,PRESENTE
904,61,2026-02-08,PRESENTE
905,61,2026-01-19,PRESENTE
906,61,2026-01-05,PRESENTE
907,61,2026-01-21,FALTA
908,61,2025-12-03,PRESENTE
909,61,2026-01-17,PRESENTE
910,61,2025-12-07,PRESENTE
911,61,2026-02-19,PRESENTE
912,61,2025-12-17,PRESENTE
913,61,2026-02-24,FALTA
914,61,2026-01-07,PRESENTE
915,61,2026-02-20,PRESENTE
916,62,2026-01-28,PRESENTE
917,62,2025-12-16,PRESENTE
918,62,2026-01-03,FALTA
919,62,2026-02-24,PRESENTE
920,62,2025-11-29,FALTA
921,62,2026-01-30,PRESENTE
922,62,2026-02-21,PRESENTE
923,62,2026-02-18,PRESENTE
924,62,2025-12-18,FALTA
925,62,2025-12-17,PRESENTE
926,62,2026-01-25,FALTA
927,62,2025-12-29,PRESENTE
928,62,2026-02-06,PRESENTE
929,62,2026-02-22,PRESENTE
930,62,2026-01-06,PRESENTE
931,63,2026-01-29,FALTA
932,63,2026-02-09,PRESENTE
933,63,2026-02-09,FALTA
934,63,2026-02-18,FALTA
935,63,2026-01-27,FALTA
936,63,2026-02-25,PRESENTE
937,63,2026-02-04,PRESENTE
938,63,2026-02-10,PRESENTE
939,63,2026-01-23,PRESENTE
940,63,2026-01-07,PRESENTE
941,63,2026-02-08,PRESENTE
942,63,2026-01-12,FALTA
943,63,2026-01-19,PRESENTE
944,63,2026-01-22,FALTA
945,63,2026-01-18,PRESENTE
946,64,2026-01-20,PRESENTE
947,64,2026-01-20,PRESENTE
948,64,2026-01-28,PRESENTE
949,64,2026-01-05,FALTA
950,64,2026-02-09,PRESENTE
951,64,2026-01-17,FALTA
952,64,2026-02-21,PRESENTE
953,64,2025-12-06,PRESENTE
954,64,2026-02-09,PRESENTE
955,64,2026-01-14,PRESENTE
956,64,2026-02-07,FALTA
957,64,2025-12-17,PRESENTE
958,64,2026-02-27,PRESENTE
959,64,2026-01-30,PRESENTE
960,64,2026-02-18,PRESENTE
961,65,2025-12-08,PRESENTE
962,65,2025-12-17,PRESENTE
963,65,2026-01-27,PRESENTE
964,65,2026-01-26,PRESENTE
965,65,2025-12-02,PRESENTE
966,65,2025-12-10,PRESENTE
967,65,2025-12-06,FALTA
968,65,2026-02-11,PRESENTE
969,65,2026-02-07,PRESENTE
970,65,2025-12-24,PRESENTE
971,65,2026-02-13,PRESENTE
972,65,2026-01-22,FALTA
973,65,2025-12-22,PRESENTE
974,65,2025-12-03,PRESENTE
975,65,2025-12-13,FALTA
976,66,2026-01-07,PRESENTE
977,66,2025-12-09,PRESENTE
978,66,2026-02-04,PRESENTE
979,66,2025-12-23,PRESENTE
980,66,2025-12-03,PRESENTE
981,66,2026-02-21,FALTA
982,66,2026-01-26,PRESENTE
983,66,2025-12-03,PRESENTE
984,66,2025-12-08,FALTA
985,66,2026-01-15,PRESENTE
986,66,2025-12-16,PRESENTE
987,66,2026-01-25,PRESENTE
988,66,2026-02-09,FALTA
989,66,2026-01-20,PRESENTE
990,66,2025-12-20,PRESENTE
991,67,2026-02-19,PRESENTE
992,67,2025-12-29,PRESENTE
993,67,2025-12-07,PRESENTE
994,67,2026-01-26,PRESENTE
995,67,2025-12-18,PRESENTE
996,67,2026-01-05,PRESENTE
997,67,2026-02-16,PRESENTE
998,67,2026-01-13,FALTA
999,67,2025-12-18,PRESENTE
1000,67,2026-02-20,PRESENTE
1001,67,2025-12-25,PRESENTE
1002,67,2026-02-23,FALTA
1003,67,2026-02-05,PRESENTE
1004,67,2026-01-14,PRESENTE
1005,67,2026-01-17,PRESENTE
1006,68,2025-12-07,PRESENTE
1007,68,2026-02-13,PRESENTE
1008,68,2026-01-07,FALTA
1009,68,2026-01-07,PRESENTE
1010,68,2026-02-10,PRESENTE
1011,68,2026-02-19,PRESENTE
1012,68,2026-01-05,PRESENTE
1013,68,2026-01-27,PRESENTE
1014,68,2025-12-16,PRESENTE
1015,68,2025-12-14,PRESENTE
1016,68,2025-12-23,PRESENTE
1017,68,2026-02-01,FALTA
1018,68,2025-12-30,PRESENTE
1019,68,2025-12-09,FALTA
1020,68,2025-12-12,PRESENTE
1021,69,2026-01-22,FALTA
1022,69,2026-01-11,PRESENTE
1023,69,2026-01-11,FALTA
1024,69,2026-02-06,PRESENTE
1025,69,2026-02-02,PRESENTE
1026,69,2025-12-11,PRESENTE
1027,69,2026-01-16,PRESENTE
1028,69,2025-12-15,PRESENTE
1029,69,2025-12-09,PRESENTE
1030,69,2026-01-16,FALTA
1031,69,2026-02-14,PRESENTE
1032,69,2026-02-22,PRESENTE
1033,69,2025-12-19,PRESENTE
1034,69,2026-01-20,PRESENTE
1035,69,2025-12-17,FALTA
1036,70,2026-02-19,PRESENTE
1037,70,2026-01-01,FALTA
1038,70,2026-01-26,PRESENTE
1039,70,2025-12-21,PRESENTE
1040,70,2026-02-18,PRESENTE
1041,70,2026-01-14,PRESENTE
1042,70,2026-01-01,PRESENTE
1043,70,2026-01-13,PRESENTE
1044,70,2025-12-01,PRESENTE
1045,70,2026-02-19,PRESENTE
1046,70,2026-02-06,PRESENTE
1047,70,2025-12-29,PRESENTE
1048,70,2025-12-30,FALTA
1049,70,2026-02-02,PRESENTE
1050,70,2025-12-14,PRESENTE
1051,71,2026-02-20,PRESENTE
1052,71,2026-02-06,PRESENTE
1053,71,2026-01-27,FALTA
1054,71,2025-12-18,PRESENTE
1055,71,2026-01-03,PRESENTE
1056,71,2026-01-01,PRESENTE
1057,71,2025-12-04,PRESENTE
1058,71,2025-12-05,PRESENTE
1059,71,2026-02-09,FALTA
1060,71,2026-02-02,PRESENTE
1061,71,2025-12-24,PRESENTE
1062,71,2026-01-16,PRESENTE
1063,71,2026-01-22,PRESENTE
1064,71,2026-01-03,FALTA
1065,71,2026-01-24,PRESENTE
1066,72,2025-12-09,FALTA
1067,72,2026-02-18,PRESENTE
1068,72,2026-01-27,PRESENTE
1069,72,2026-01-27,PRESENTE
1070,72,2025-12-09,FALTA
1071,72,2026-02-17,PRESENTE
1072,72,2026-02-20,PRESENTE
1073,72,2026-01-13,PRESENTE
1074,72,2026-01-06,PRESENTE
1075,72,2026-01-15,PRESENTE
1076,72,2025-12-29,PRESENTE
1077,72,2026-01-22,FALTA
1078,72,2026-01-11,FALTA
1079,72,2025-12-07,FALTA
1080,72,2026-01-23,FALTA
1081,73,2025-12-03,PRESENTE
1082,73,2026-02-25,PRESENTE
1083,73,2025-12-03,FALTA
1084,73,2026-01-21,FALTA
1085,73,2026-02-21,PRESENTE
1086,73,2025-12-15,PRESENTE
1087,73,2025-12-06,PRESENTE
1088,73,2026-02-16,PRESENTE
1089,73,2026-02-01,FALTA
1090,73,2025-12-10,PRESENTE
1091,73,2026-02-01,PRESENTE
1092,73,2026-02-13,PRESENTE
1093,73,2026-01-30,FALTA
1094,73,2026-02-23,PRESENTE
1095,73,2026-02-25,PRESENTE
1096,74,2026-01-28,PRESENTE
1097,74,2025-12-20,PRESENTE
1098,74,2026-01-05,PRESENTE
1099,74,2026-01-17,PRESENTE
1100,74,2025-12-27,FALTA
1101,74,2026-01-07,PRESENTE
1102,74,2026-02-15,FALTA
1103,74,2026-01-01,FALTA
1104,74,2026-01-01,PRESENTE
1105,74,2026-01-24,PRESENTE
1106,74,2026-01-08,PRESENTE
1107,74,2026-01-18,PRESENTE
1108,74,2025-12-13,PRESENTE
1109,74,2026-02-21,PRESENTE
1110,74,2025-12-19,PRESENTE
1111,75,2025-12-08,PRESENTE
1112,75,2026-01-17,PRESENTE
1113,75,2026-01-03,PRESENTE
1114,75,2025-12-05,PRESENTE
1115,75,2025-12-02,FALTA
1116,75,2025-12-24,PRESENTE
1117,75,2025-12-15,PRESENTE
1118,75,2026-01-15,PRESENTE
1119,75,2025-12-08,PRESENTE
1120,75,2025-12-30,PRESENTE
1121,75,2026-01-13,PRESENTE
1122,75,2025-12-16,PRESENTE
1123,75,2026-02-21,FALTA
1124,75,2026-02-25,PRESENTE
1125,75,2025-12-12,FALTA
1126,76,2025-12-27,PRESENTE
1127,76,2026-02-13,PRESENTE
1128,76,2025-12-31,FALTA
1129,76,2026-01-10,PRESENTE
1130,76,2026-01-09,PRESENTE
1131,76,2025-12-30,PRESENTE
1132,76,2026-02-06,FALTA
1133,76,2026-01-02,FALTA
1134,76,2026-02-14,FALTA
1135,76,2026-01-30,PRESENTE
1136,76,2025-12-01,PRESENTE
1137,76,2026-01-16,FALTA
1138,76,2025-12-14,PRESENTE
1139,76,2025-12-31,PRESENTE
1140,76,2025-12-11,PRESENTE
1141,77,2026-02-01,PRESENTE
1142,77,2025-12-11,PRESENTE
1143,77,2026-01-11,FALTA
1144,77,2026-01-04,FALTA
1145,77,2025-11-30,FALTA
1146,77,2025-12-06,PRESENTE
1147,77,2026-02-07,PRESENTE
1148,77,2025-12-02,PRESENTE
1149,77,2025-12-23,PRESENTE
1150,77,2025-12-11,PRESENTE
1151,77,2026-01-17,PRESENTE
1152,77,2025-11-29,PRESENTE
1153,77,2026-02-07,PRESENTE
1154,77,2026-01-15,PRESENTE
1155,77,2026-01-30,PRESENTE
1156,78,2026-01-03,PRESENTE
1157,78,2026-02-10,PRESENTE
1158,78,2025-12-22,PRESENTE
1159,78,2026-02-05,PRESENTE
1160,78,2025-12-27,PRESENTE
1161,78,2025-12-27,PRESENTE
1162,78,2026-01-09,PRESENTE
1163,78,2026-02-03,PRESENTE
1164,78,2025-12-07,PRESENTE
1165,78,2026-02-09,PRESENTE
1166,78,2026-02-21,PRESENTE
1167,78,2025-12-23,PRESENTE
1168,78,2025-12-25,PRESENTE
1169,78,2025-12-25,PRESENTE
1170,78,2026-01-09,PRESENTE
1171,79,2025-12-02,FALTA
1172,79,2025-12-21,FALTA
1173,79,2025-12-18,PRESENTE
1174,79,2026-01-27,PRESENTE
1175,79,2026-01-28,PRESENTE
1176,79,2026-02-10,PRESENTE
1177,79,2026-01-24,PRESENTE
1178,79,2025-12-13,PRESENTE
1179,79,2026-02-02,PRESENTE
1180,79,2026-02-02,FALTA
1181,79,2025-12-20,FALTA
1182,79,2026-01-09,PRESENTE
1183,79,2025-12-30,PRESENTE
1184,79,2026-01-16,FALTA
1185,79,2025-12-22,PRESENTE
1186,80,2025-12-28,FALTA
1187,80,2026-01-25,PRESENTE
1188,80,2025-11-29,PRESENTE
1189,80,2025-12-09,FALTA
1190,80,2025-12-19,PRESENTE
1191,80,2026-02-06,PRESENTE
1192,80,2025-12-22,PRESENTE
1193,80,2025-12-11,PRESENTE
1194,80,2026-01-23,PRESENTE
1195,80,2026-02-12,PRESENTE
1196,80,2025-12-05,FALTA
1197,80,2025-12-14,PRESENTE
1198,80,2026-01-08,FALTA
1199,80,2026-02-08,PRESENTE
1200,80,2025-12-23,PRESENTE
1201,81,2026-02-17,PRESENTE
1202,81,2026-02-06,FALTA
1203,81,2026-02-17,PRESENTE
1204,81,2026-01-11,FALTA
1205,81,2025-12-16,PRESENTE
1206,81,2026-02-20,PRESENTE
1207,81,2025-12-25,FALTA
1208,81,2026-01-09,PRESENTE
1209,81,2025-12-14,FALTA
1210,81,2025-12-12,PRESENTE
1211,81,2026-02-17,PRESENTE
1212,81,2025-12-26,PRESENTE
1213,81,2026-01-14,PRESENTE
1214,81,2026-01-20,PRESENTE
1215,81,2026-01-10,PRESENTE
1216,82,2025-12-22,PRESENTE
1217,82,2026-01-22,PRESENTE
1218,82,2026-01-09,FALTA
1219,82,2025-12-20,FALTA
1220,82,2026-02-21,PRESENTE
1221,82,2026-02-26,PRESENTE
1222,82,2026-02-17,PRESENTE
1223,82,2025-12-28,FALTA
1224,82,2026-02-10,PRESENTE
1225,82,2026-02-12,FALTA
1226,82,2026-01-14,PRESENTE
1227,82,2026-02-23,PRESENTE
1228,82,2025-12-21,PRESENTE
1229,82,2026-02-18,FALTA
1230,82,2025-12-20,PRESENTE
1231,83,2026-01-11,FALTA
1232,83,2026-01-08,PRESENTE
1233,83,2026-01-30,PRESENTE
1234,83,2026-02-10,PRESENTE
1235,83,2026-02-12,PRESENTE
1236,83,2025-12-12,PRESENTE
1237,83,2025-12-27,PRESENTE
1238,83,2026-02-23,PRESENTE
1239,83,2026-01-28,PRESENTE
1240,83,2025-11-29,FALTA
1241,83,2025-12-25,PRESENTE
1242,83,2026-02-18,PRESENTE
1243,83,2025-12-28,PRESENTE
1244,83,2026-01-26,PRESENTE
1245,83,2026-01-29,PRESENTE
1246,84,2026-01-13,PRESENTE
1247,84,2025-12-31,PRESENTE
1248,84,2025-12-06,PRESENTE
1249,84,2026-02-20,PRESENTE
1250,84,2025-12-05,PRESENTE
1251,84,2026-02-02,FALTA
1252,84,2025-12-19,PRESENTE
1253,84,2025-12-31,PRESENTE
1254,84,2026-02-01,PRESENTE
1255,84,2025-11-30,PRESENTE
1256,84,2026-01-03,PRESENTE
1257,84,2026-01-01,PRESENTE
1258,84,2025-12-21,PRESENTE
1259,84,2025-12-21,PRESENTE
1260,84,2025-12-07,PRESENTE
1261,85,2026-01-30,PRESENTE
1262,85,2026-01-25,PRESENTE
1263,85,2025-12-11,PRESENTE
1264,85,2026-01-10,PRESENTE
1265,85,2025-12-27,FALTA
1266,85,2025-12-20,FALTA
1267,85,2025-12-12,PRESENTE
1268,85,2025-12-11,PRESENTE
1269,85,2026-02-06,FALTA
1270,85,2026-01-20,PRESENTE
1271,85,2026-02-09,FALTA
1272,85,2025-12-30,PRESENTE
1273,85,2026-02-17,FALTA
1274,85,2026-01-26,FALTA
1275,85,2025-12-06,PRESENTE
1276,86,2025-12-06,FALTA
1277,86,2025-12-13,PRESENTE
1278,86,2025-12-13,PRESENTE
1279,86,2026-01-11,PRESENTE
1280,86,2026-02-20,FALTA
1281,86,2025-12-04,PRESENTE
1282,86,2026-01-30,FALTA
1283,86,2025-12-04,PRESENTE
1284,86,2026-01-23,FALTA
1285,86,2025-12-02,PRESENTE
1286,86,2026-01-23,PRESENTE
1287,86,2025-12-23,PRESENTE
1288,86,2026-01-24,PRESENTE
1289,86,2026-01-09,PRESENTE
1290,86,2025-12-16,PRESENTE
1291,87,2025-12-08,FALTA
1292,87,2026-01-17,FALTA
1293,87,2026-01-06,PRESENTE
1294,87,2026-02-07,PRESENTE
1295,87,2026-02-19,PRESENTE
1296,87,2026-01-05,PRESENTE
1297,87,2025-12-23,PRESENTE
1298,87,2025-12-25,PRESENTE
1299,87,2026-02-07,FALTA
1300,87,2025-12-22,PRESENTE
1301,87,2026-01-09,PRESENTE
1302,87,2026-02-07,FALTA
1303,87,2025-12-22,FALTA
1304,87,2026-01-02,PRESENTE
1305,87,2025-12-23,PRESENTE
1306,88,2025-12-05,PRESENTE
1307,88,2026-01-09,FALTA
1308,88,2025-12-09,PRESENTE
1309,88,2026-01-17,PRESENTE
1310,88,2025-12-20,PRESENTE
1311,88,2026-01-26,PRESENTE
1312,88,2026-01-27,PRESENTE
1313,88,2026-02-23,FALTA
1314,88,2026-02-07,PRESENTE
1315,88,2025-12-26,PRESENTE
1316,88,2026-01-12,FALTA
1317,88,2026-01-01,PRESENTE
1318,88,2026-02-17,PRESENTE
1319,88,2026-01-07,PRESENTE
1320,88,2026-02-14,PRESENTE
1321,89,2026-02-11,PRESENTE
1322,89,2026-02-24,FALTA
1323,89,2026-02-08,PRESENTE
1324,89,2025-12-18,PRESENTE
1325,89,2026-02-26,FALTA
1326,89,2026-01-17,FALTA
1327,89,2026-01-11,PRESENTE
1328,89,2026-01-22,FALTA
1329,89,2025-12-20,PRESENTE
1330,89,2026-02-22,PRESENTE
1331,89,2026-01-14,PRESENTE
1332,89,2025-11-29,FALTA
1333,89,2026-01-05,PRESENTE
1334,89,2026-02-24,PRESENTE
1335,89,2025-12-24,PRESENTE
1336,90,2026-02-26,PRESENTE
1337,90,2026-02-25,PRESENTE
1338,90,2026-01-03,PRESENTE
1339,90,2025-12-27,PRESENTE
1340,90,2026-02-04,PRESENTE
1341,90,2026-02-16,PRESENTE
1342,90,2025-12-08,FALTA
1343,90,2026-02-26,FALTA
1344,90,2025-12-24,PRESENTE
1345,90,2025-12-15,FALTA
1346,90,2025-12-16,FALTA
1347,90,2026-02-19,PRESENTE
1348,90,2025-12-15,FALTA
1349,90,2025-12-06,PRESENTE
1350,90,2026-02-23,FALTA
1351,91,2025-12-01,PRESENTE
1352,91,2026-01-18,FALTA
1353,91,2026-02-19,PRESENTE
1354,91,2026-01-07,PRESENTE
1355,91,2025-12-31,PRESENTE
1356,91,2025-12-26,PRESENTE
1357,91,2025-12-13,PRESENTE
1358,91,2026-01-11,FALTA
1359,91,2026-01-15,PRESENTE
1360,91,2025-11-30,FALTA
1361,91,2025-12-30,PRESENTE
1362,91,2026-02-17,PRESENTE
1363,91,2026-01-13,PRESENTE
1364,91,2026-01-20,PRESENTE
1365,91,2025-12-23,FALTA
1366,92,2026-02-06,FALTA
1367,92,2025-12-20,FALTA
1368,92,2026-02-14,PRESENTE
1369,92,2026-01-07,FALTA
1370,92,2025-12-18,PRESENTE
1371,92,2026-01-13,PRESENTE
1372,92,2026-01-15,PRESENTE
1373,92,2026-01-27,PRESENTE
1374,92,2026-02-25,PRESENTE
1375,92,2025-12-02,PRESENTE
1376,92,2026-01-06,PRESENTE
1377,92,2026-02-07,FALTA
1378,92,2026-02-02,FALTA
1379,92,2026-02-20,PRESENTE
1380,92,2026-02-18,FALTA
1381,93,2026-02-26,FALTA
1382,93,2026-02-04,PRESENTE
1383,93,2025-12-29,PRESENTE
1384,93,2026-02-05,FALTA
1385,93,2026-02-26,PRESENTE
1386,93,2025-12-17,PRESENTE
1387,93,2026-02-13,PRESENTE
1388,93,2025-12-02,PRESENTE
1389,93,2026-01-24,PRESENTE
1390,93,2026-01-02,PRESENTE
1391,93,2025-12-26,FALTA
1392,93,2025-12-14,PRESENTE
1393,93,2026-01-31,PRESENTE
1394,93,2025-12-22,PRESENTE
1395,93,2026-02-07,FALTA
1396,94,2025-12-04,FALTA
1397,94,2026-01-15,PRESENTE
1398,94,2025-12-17,PRESENTE
1399,94,2026-01-16,PRESENTE
1400,94,2025-12-21,FALTA
1401,94,2026-01-03,PRESENTE
1402,94,2026-02-04,PRESENTE
1403,94,2025-12-19,PRESENTE
1404,94,2026-01-23,PRESENTE
1405,94,2026-02-05,PRESENTE
1406,94,2026-02-23,PRESENTE
1407,94,2026-01-22,PRESENTE
1408,94,2026-01-19,PRESENTE
1409,94,2025-12-21,PRESENTE
1410,94,2025-12-31,FALTA
1411,95,2026-02-16,PRESENTE
1412,95,2026-02-26,PRESENTE
1413,95,2025-12-17,PRESENTE
1414,95,2026-01-11,PRESENTE
1415,95,2026-02-25,PRESENTE
1416,95,2026-02-01,PRESENTE
1417,95,2026-01-05,PRESENTE
1418,95,2026-01-04,PRESENTE
1419,95,2026-02-22,FALTA
1420,95,2026-02-25,PRESENTE
1421,95,2026-02-04,PRESENTE
1422,95,2026-02-08,PRESENTE
1423,95,2026-01-16,PRESENTE
1424,95,2025-12-02,FALTA
1425,95,2025-12-21,FALTA
1426,96,2025-12-26,PRESENTE
1427,96,2026-02-26,FALTA
1428,96,2026-01-05,PRESENTE
1429,96,2025-12-17,PRESENTE
1430,96,2025-12-04,PRESENTE
1431,96,2026-01-20,PRESENTE
1432,96,2025-12-20,PRESENTE
1433,96,2026-01-02,PRESENTE
1434,96,2025-12-09,FALTA
1435,96,2026-02-26,PRESENTE
1436,96,2026-01-23,PRESENTE
1437,96,2025-12-05,PRESENTE
1438,96,2026-01-13,FALTA
1439,96,2026-02-08,PRESENTE
1440,96,2026-01-03,PRESENTE
1441,97,2026-01-17,PRESENTE
1442,97,2025-12-26,PRESENTE
1443,97,2026-02-22,PRESENTE
1444,97,2026-01-24,FALTA
1445,97,2026-01-28,PRESENTE
1446,97,2026-01-10,PRESENTE
1447,97,2026-02-12,PRESENTE
1448,97,2026-01-07,FALTA
1449,97,2026-01-21,PRESENTE
1450,97,2026-02-22,FALTA
1451,97,2026-01-08,PRESENTE
1452,97,2025-12-01,PRESENTE
1453,97,2025-12-11,PRESENTE
1454,97,2025-12-11,PRESENTE
1455,97,2026-02-11,PRESENTE
1456,98,2026-02-05,PRESENTE
1457,98,2026-01-25,PRESENTE
1458,98,2025-12-25,FALTA
1459,98,2025-12-19,PRESENTE
1460,98,2025-12-22,FALTA
1461,98,2025-12-18,PRESENTE
1462,98,2026-02-03,FALTA
1463,98,2026-01-15,PRESENTE
1464,98,2026-02-03,PRESENTE
1465,98,2025-12-24,FALTA
1466,98,2025-12-25,FALTA
1467,98,2026-01-02,FALTA
1468,98,2025-12-24,FALTA
1469,98,2025-12-13,PRESENTE
1470,98,2026-02-14,PRESENTE
1471,99,2026-02-09,FALTA
1472,99,2025-12-18,PRESENTE
1473,99,2026-02-03,FALTA
1474,99,2026-01-11,FALTA
1475,99,2025-12-15,PRESENTE
1476,99,2026-01-03,PRESENTE
1477,99,2025-11-30,PRESENTE
1478,99,2026-01-10,PRESENTE
1479,99,2026-02-12,PRESENTE
1480,99,2026-01-11,PRESENTE
1481,99,2026-01-21,PRESENTE
1482,99,2026-01-03,PRESENTE
1483,99,2026-02-23,FALTA
1484,99,2025-12-25,PRESENTE
1485,99,2026-02-17,PRESENTE
1486,100,2025-12-21,FALTA
1487,100,2026-01-05,PRESENTE
1488,100,2026-01-26,PRESENTE
1489,100,2026-02-02,FALTA
1490,100,2025-12-03,PRESENTE
1491,100,2025-12-26,FALTA
1492,100,2026-01-01,PRESENTE
1493,100,2025-12-19,PRESENTE
1494,100,2025-12-03,PRESENTE
1495,100,2025-12-01,PRESENTE
1496,100,2026-02-06,PRESENTE
1497,100,2026-01-14,PRESENTE
1498,100,2026-02-12,FALTA
1499,100,2026-01-13,FALTA
1500,100,2026-02-26,PRESENTE
1501,101,2026-02-17,PRESENTE
1502,101,2026-01-03,PRESENTE
1503,101,2026-01-25,FALTA
1504,101,2026-02-25,PRESENTE
1505,101,2025-12-13,PRESENTE
1506,101,2026-01-08,PRESENTE
1507,101,2025-12-15,FALTA
1508,101,2025-12-24,PRESENTE
1509,101,2026-01-17,PRESENTE
1510,101,2025-11-28,PRESENTE
1511,101,2025-12-03,FALTA
1512,101,2026-01-30,PRESENTE
1513,101,2026-02-19,PRESENTE
1514,101,2026-02-04,FALTA
1515,101,2026-02-07,FALTA
1516,102,2026-01-06,PRESENTE
1517,102,2026-02-26,PRESENTE
1518,102,2025-12-19,PRESENTE
1519,102,2026-02-22,PRESENTE
1520,102,2026-01-01,PRESENTE
1521,102,2025-12-18,PRESENTE
1522,102,2026-01-25,FALTA
1523,102,2026-01-15,PRESENTE
1524,102,2026-02-15,FALTA
1525,102,2025-12-04,PRESENTE
1526,102,2026-01-22,FALTA
1527,102,2025-12-24,PRESENTE
1528,102,2026-01-26,PRESENTE
1529,102,2026-01-06,FALTA
1530,102,2026-02-18,PRESENTE
1531,103,2025-12-09,FALTA
1532,103,2025-12-17,PRESENTE
1533,103,2025-12-07,FALTA
1534,103,2026-01-16,FALTA
1535,103,2025-12-21,PRESENTE
1536,103,2026-02-11,FALTA
1537,103,2026-01-30,PRESENTE
1538,103,2026-01-26,PRESENTE
1539,103,2025-12-19,PRESENTE
1540,103,2026-01-15,FALTA
1541,103,2025-12-05,FALTA
1542,103,2025-12-26,FALTA
1543,103,2025-12-13,FALTA
1544,103,2025-12-27,PRESENTE
1545,103,2025-12-10,PRESENTE
1546,104,2025-12-23,PRESENTE
1547,104,2026-01-05,PRESENTE
1548,104,2026-01-17,FALTA
1549,104,2026-02-10,PRESENTE
1550,104,2026-01-31,PRESENTE
1551,104,2026-02-11,PRESENTE
1552,104,2026-02-12,PRESENTE
1553,104,2026-01-14,PRESENTE
1554,104,2026-02-07,PRESENTE
1555,104,2026-01-12,PRESENTE
1556,104,2025-12-19,PRESENTE
1557,104,2025-12-28,FALTA
1558,104,2026-02-15,FALTA
1559,104,2026-01-29,PRESENTE
1560,104,2026-01-31,PRESENTE
1561,105,2026-02-16,PRESENTE
1562,105,2025-12-23,FALTA
1563,105,2026-01-12,PRESENTE
1564,105,2025-12-16,FALTA
1565,105,2025-12-14,FALTA
1566,105,2026-02-22,PRESENTE
1567,105,2025-11-28,PRESENTE
